genome_i,genome_j,phylogroup_i,phylogroup_j,distance
C_2,D4_4,C,D4,0.449312
C_2,D4_5,C,D4,0.402187
C_2,D4_6,C,D4,0.357607
C_2,D4_7,C,D4,0.376980
C_2,D4_8,C,D4,0.517251
C_2,D4_9,C,D4,0.327369
C_2,D4_10,C,D4,0.318278
C_2,E1_1,C,E1,0.205399
C_2,E1_2,C,E1,0.184718
C_2,E1_3,C,E1,0.165988
C_2,E1_4,C,E1,0.299770
C_2,E1_5,C,E1,0.209174
C_2,E1_6,C,E1,0.213375
C_2,E1_7,C,E1,0.196201
C_2,E1_8,C,E1,0.216142
C_2,E1_9,C,E1,0.280585
C_2,E1_10,C,E1,0.296016
C_2,E2_1,C,E2,0.291283
C_2,E2_2,C,E2,0.273288
C_2,E2_3,C,E2,0.338627
C_2,E2_4,C,E2,0.324478
C_2,E2_5,C,E2,0.203363
C_2,E2_6,C,E2,0.249111
C_2,E2_7,C,E2,0.278275
C_2,E2_8,C,E2,0.189562
C_2,E2_9,C,E2,0.313394
C_2,E2_10,C,E2,0.408819
C_2,F1_1,C,F1,0.237383
C_2,F1_2,C,F1,0.234322
C_2,F1_3,C,F1,0.252488
C_2,F1_4,C,F1,0.259104
C_2,F1_5,C,F1,0.288452
C_2,F1_6,C,F1,0.259782
C_2,F1_7,C,F1,0.214470
C_2,F1_8,C,F1,0.259116
C_2,F1_9,C,F1,0.162675
C_2,F1_10,C,F1,0.280139
C_2,F2_1,C,F2,0.195508
C_2,F2_2,C,F2,0.179919
C_2,F2_3,C,F2,0.285289
C_2,F2_4,C,F2,0.238872
C_2,F2_5,C,F2,0.156539
C_2,F2_6,C,F2,0.195754
C_2,F2_7,C,F2,0.259825
C_2,F2_8,C,F2,0.113194
C_2,F2_9,C,F2,0.249450
C_2,F2_10,C,F2,0.180028
C_2,G_1,C,G,0.118481
C_2,G_2,C,G,0.117487
C_2,G_3,C,G,0.118053
C_2,G_4,C,G,0.115112
C_2,G_5,C,G,0.113922
C_2,G_6,C,G,0.116237
C_2,G_7,C,G,0.120239
C_2,G_8,C,G,0.115497
C_2,G_9,C,G,0.115497
C_2,G_10,C,G,0.116161
C_3,C_4,C,C,0.356010
C_3,C_5,C,C,0.352063
C_3,C_6,C,C,0.312276
C_3,C_7,C,C,0.351240
C_3,C_8,C,C,0.280146
C_3,C_9,C,C,0.244839
C_3,C_10,C,C,0.299312
C_3,D1_1,C,D1,0.371900
C_3,D1_2,C,D1,0.150169
C_3,D1_3,C,D1,0.234021
C_3,D1_4,C,D1,0.443378
C_3,D1_5,C,D1,0.385850
C_3,D1_6,C,D1,0.263659
C_3,D1_7,C,D1,0.304234
C_3,D1_8,C,D1,0.377757
C_3,D1_9,C,D1,0.383788
C_3,D1_10,C,D1,0.265797
C_3,D2_1,C,D2,0.396570
C_3,D2_2,C,D2,0.439597
C_3,D2_3,C,D2,0.430648
C_3,D2_4,C,D2,0.496012
C_3,D2_5,C,D2,0.468004
C_3,D2_6,C,D2,0.198542
C_3,D2_7,C,D2,0.376096
C_3,D2_8,C,D2,0.528661
C_3,D2_9,C,D2,0.468182
C_3,D2_10,C,D2,0.475511
C_3,D3_1,C,D3,0.382298
C_3,D3_2,C,D3,0.432114
C_3,D3_3,C,D3,0.409028
C_3,D3_4,C,D3,0.287413
C_3,D3_5,C,D3,0.309240
C_3,D3_6,C,D3,0.380513
C_3,D3_7,C,D3,0.276062
C_3,D3_8,C,D3,0.391925
C_3,D3_9,C,D3,0.296600
C_3,D3_10,C,D3,0.401636
C_3,D4_1,C,D4,0.459243
C_3,D4_2,C,D4,0.513715
C_3,D4_3,C,D4,0.332636
C_3,D4_4,C,D4,0.505257
C_3,D4_5,C,D4,0.455127
C_3,D4_6,C,D4,0.416539
C_3,D4_7,C,D4,0.436207
C_3,D4_8,C,D4,0.585892
C_3,D4_9,C,D4,0.486959
C_3,D4_10,C,D4,0.378014
C_3,E1_1,C,E1,0.361541
C_3,E1_2,C,E1,0.256811
C_3,E1_3,C,E1,0.242280
C_3,E1_4,C,E1,0.322283
C_3,E1_5,C,E1,0.284865
C_3,E1_6,C,E1,0.286870
C_3,E1_7,C,E1,0.268594
C_3,E1_8,C,E1,0.290822
C_3,E1_9,C,E1,0.351489
C_3,E1_10,C,E1,0.364340
C_3,E2_1,C,E2,0.359476
C_3,E2_2,C,E2,0.341491
C_3,E2_3,C,E2,0.396906
C_3,E2_4,C,E2,0.324972
C_3,E2_5,C,E2,0.155789
C_3,E2_6,C,E2,0.417559
C_3,E2_7,C,E2,0.347805
C_3,E2_8,C,E2,0.265831
C_3,E2_9,C,E2,0.287199
C_3,E2_10,C,E2,0.465729
C_3,F1_1,C,F1,0.309171
C_3,F1_2,C,F1,0.243605
C_3,F1_3,C,F1,0.320428
C_3,F1_4,C,F1,0.326185
C_3,F1_5,C,F1,0.355228
C_3,F1_6,C,F1,0.328228
C_3,F1_7,C,F1,0.285620
C_3,F1_8,C,F1,0.163833
C_3,F1_9,C,F1,0.237715
C_3,F1_10,C,F1,0.348630
C_3,F2_1,C,F2,0.141219
C_3,F2_2,C,F2,0.251432
C_3,F2_3,C,F2,0.355432
C_3,F2_4,C,F2,0.311686
C_3,F2_5,C,F2,0.339677
C_3,F2_6,C,F2,0.270378
C_3,F2_7,C,F2,0.327202
C_3,F2_8,C,F2,0.290211
C_3,F2_9,C,F2,0.318233
C_3,F2_10,C,F2,0.254297
C_3,G_1,C,G,0.198087
C_3,G_2,C,G,0.198020
C_3,G_3,C,G,0.199514
C_3,G_4,C,G,0.196488
C_3,G_5,C,G,0.194778
C_3,G_6,C,G,0.196525
C_3,G_7,C,G,0.199931
C_3,G_8,C,G,0.196870
C_3,G_9,C,G,0.196242
C_3,G_10,C,G,0.196522
C_4,C_5,C,C,0.129526
C_4,C_6,C,C,0.330865
C_4,C_7,C,C,0.366656
C_4,C_8,C,C,0.298326
C_4,C_9,C,C,0.189845
C_4,C_10,C,C,0.318704
C_4,D1_1,C,D1,0.388440
C_4,D1_2,C,D1,0.391035
C_4,D1_3,C,D1,0.373312
C_4,D1_4,C,D1,0.457342
C_4,D1_5,C,D1,0.220715
C_4,D1_6,C,D1,0.210572
C_4,D1_7,C,D1,0.317002
C_4,D1_8,C,D1,0.394179
C_4,D1_9,C,D1,0.399846
C_4,D1_10,C,D1,0.290211
C_4,D2_1,C,D2,0.463360
C_4,D2_2,C,D2,0.456169
C_4,D2_3,C,D2,0.448586
C_4,D2_4,C,D2,0.425296
C_4,D2_5,C,D2,0.379445
C_4,D2_6,C,D2,0.356136
C_4,D2_7,C,D2,0.401234
C_4,D2_8,C,D2,0.541145
C_4,D2_9,C,D2,0.479930
C_4,D2_10,C,D2,0.489142
C_4,D3_1,C,D3,0.478344
C_4,D3_2,C,D3,0.233521
C_4,D3_3,C,D3,0.423639
C_4,D3_4,C,D3,0.346252
C_4,D3_5,C,D3,0.387901
C_4,D3_6,C,D3,0.227319
C_4,D3_7,C,D3,0.444045
C_4,D3_8,C,D3,0.408085
C_4,D3_9,C,D3,0.444361
C_4,D3_10,C,D3,0.277353
C_4,D4_1,C,D4,0.476288
C_4,D4_2,C,D4,0.500652
C_4,D4_3,C,D4,0.397464
C_4,D4_4,C,D4,0.516862
C_4,D4_5,C,D4,0.471584
C_4,D4_6,C,D4,0.430779
C_4,D4_7,C,D4,0.447076
C_4,D4_8,C,D4,0.524555
C_4,D4_9,C,D4,0.371491
C_4,D4_10,C,D4,0.396688
C_4,E1_1,C,E1,0.215440
C_4,E1_2,C,E1,0.278359
C_4,E1_3,C,E1,0.260994
C_4,E1_4,C,E1,0.379003
C_4,E1_5,C,E1,0.302075
C_4,E1_6,C,E1,0.306009
C_4,E1_7,C,E1,0.239592
C_4,E1_8,C,E1,0.308495
C_4,E1_9,C,E1,0.330861
C_4,E1_10,C,E1,0.378522
C_4,E2_1,C,E2,0.374707
C_4,E2_2,C,E2,0.356316
C_4,E2_3,C,E2,0.415380
C_4,E2_4,C,E2,0.400649
C_4,E2_5,C,E2,0.296765
C_4,E2_6,C,E2,0.259839
C_4,E2_7,C,E2,0.361457
C_4,E2_8,C,E2,0.285431
C_4,E2_9,C,E2,0.385572
C_4,E2_10,C,E2,0.481541
C_4,F1_1,C,F1,0.326725
C_4,F1_2,C,F1,0.322440
C_4,F1_3,C,F1,0.340960
C_4,F1_4,C,F1,0.314337
C_4,F1_5,C,F1,0.373137
C_4,F1_6,C,F1,0.345933
C_4,F1_7,C,F1,0.305065
C_4,F1_8,C,F1,0.344034
C_4,F1_9,C,F1,0.260906
C_4,F1_10,C,F1,0.368487
C_4,F2_1,C,F2,0.288566
C_4,F2_2,C,F2,0.255087
C_4,F2_3,C,F2,0.369497
C_4,F2_4,C,F2,0.327044
C_4,F2_5,C,F2,0.165224
C_4,F2_6,C,F2,0.289599
C_4,F2_7,C,F2,0.348885
C_4,F2_8,C,F2,0.148796
C_4,F2_9,C,F2,0.340170
C_4,F2_10,C,F2,0.277066
C_4,G_1,C,G,0.221421
C_4,G_2,C,G,0.220717
C_4,G_3,C,G,0.220048
C_4,G_4,C,G,0.218616
C_4,G_5,C,G,0.216030
C_4,G_6,C,G,0.218332
C_4,G_7,C,G,0.221975
C_4,G_8,C,G,0.217772
C_4,G_9,C,G,0.218385
C_4,G_10,C,G,0.218959
C_5,C_6,C,C,0.327372
C_5,C_7,C,C,0.362232
C_5,C_8,C,C,0.293625
C_5,C_9,C,C,0.181516
C_5,C_10,C,C,0.314364
C_5,D1_1,C,D1,0.380574
C_5,D1_2,C,D1,0.391452
C_5,D1_3,C,D1,0.369422
C_5,D1_4,C,D1,0.452353
C_5,D1_5,C,D1,0.269269
C_5,D1_6,C,D1,0.240406
C_5,D1_7,C,D1,0.312926
C_5,D1_8,C,D1,0.387362
C_5,D1_9,C,D1,0.395302
C_5,D1_10,C,D1,0.283779
C_5,D2_1,C,D2,0.459087
C_5,D2_2,C,D2,0.451863
C_5,D2_3,C,D2,0.443778
C_5,D2_4,C,D2,0.417974
C_5,D2_5,C,D2,0.426195
C_5,D2_6,C,D2,0.378412
C_5,D2_7,C,D2,0.397685
C_5,D2_8,C,D2,0.539035
C_5,D2_9,C,D2,0.478401
C_5,D2_10,C,D2,0.473382
C_5,D3_1,C,D3,0.475246
C_5,D3_2,C,D3,0.248862
C_5,D3_3,C,D3,0.418952
C_5,D3_4,C,D3,0.391823
C_5,D3_5,C,D3,0.387574
C_5,D3_6,C,D3,0.201665
C_5,D3_7,C,D3,0.445059
C_5,D3_8,C,D3,0.404308
C_5,D3_9,C,D3,0.440240
C_5,D3_10,C,D3,0.218578
C_5,D4_1,C,D4,0.470493
C_5,D4_2,C,D4,0.496737
C_5,D4_3,C,D4,0.395640
C_5,D4_4,C,D4,0.513231
C_5,D4_5,C,D4,0.470277
C_5,D4_6,C,D4,0.426123
C_5,D4_7,C,D4,0.444594
C_5,D4_8,C,D4,0.558133
C_5,D4_9,C,D4,0.367347
C_5,D4_10,C,D4,0.393372
C_5,E1_1,C,E1,0.266511
C_5,E1_2,C,E1,0.273287
C_5,E1_3,C,E1,0.256427
C_5,E1_4,C,E1,0.376913
C_5,E1_5,C,E1,0.296284
C_5,E1_6,C,E1,0.300507
C_5,E1_7,C,E1,0.181739
C_5,E1_8,C,E1,0.303006
C_5,E1_9,C,E1,0.270437
C_5,E1_10,C,E1,0.375157
C_5,E2_1,C,E2,0.368537
C_5,E2_2,C,E2,0.352110
C_5,E2_3,C,E2,0.407243
C_5,E2_4,C,E2,0.396597
C_5,E2_5,C,E2,0.289526
C_5,E2_6,C,E2,0.307969
C_5,E2_7,C,E2,0.359868
C_5,E2_8,C,E2,0.277548
C_5,E2_9,C,E2,0.330551
C_5,E2_10,C,E2,0.477783
C_5,F1_1,C,F1,0.321602
C_5,F1_2,C,F1,0.319197
C_5,F1_3,C,F1,0.336431
C_5,F1_4,C,F1,0.342315
C_5,F1_5,C,F1,0.367453
C_5,F1_6,C,F1,0.339834
C_5,F1_7,C,F1,0.300115
C_5,F1_8,C,F1,0.339517
C_5,F1_9,C,F1,0.254876
C_5,F1_10,C,F1,0.360190
C_5,F2_1,C,F2,0.283259
C_5,F2_2,C,F2,0.189232
C_5,F2_3,C,F2,0.361987
C_5,F2_4,C,F2,0.321377
C_5,F2_5,C,F2,0.092810
C_5,F2_6,C,F2,0.283732
C_5,F2_7,C,F2,0.342009
C_5,F2_8,C,F2,0.140812
C_5,F2_9,C,F2,0.332422
C_5,F2_10,C,F2,0.269391
C_5,G_1,C,G,0.214863
C_5,G_2,C,G,0.213549
C_5,G_3,C,G,0.214715
C_5,G_4,C,G,0.212356
C_5,G_5,C,G,0.209755
C_5,G_6,C,G,0.211767
C_5,G_7,C,G,0.215120
C_5,G_8,C,G,0.211197
C_5,G_9,C,G,0.212429
C_5,G_10,C,G,0.212392
C_6,C_7,C,C,0.096514
C_6,C_8,C,C,0.255552
C_6,C_9,C,C,0.217085
C_6,C_10,C,C,0.273000
C_6,D1_1,C,D1,0.346988
C_6,D1_2,C,D1,0.355739
C_6,D1_3,C,D1,0.335047
C_6,D1_4,C,D1,0.421837
C_6,D1_5,C,D1,0.363924
C_6,D1_6,C,D1,0.238644
C_6,D1_7,C,D1,0.277483
C_6,D1_8,C,D1,0.358759
C_6,D1_9,C,D1,0.361568
C_6,D1_10,C,D1,0.242589
C_6,D2_1,C,D2,0.427662
C_6,D2_2,C,D2,0.418902
C_6,D2_3,C,D2,0.307089
C_6,D2_4,C,D2,0.478357
C_6,D2_5,C,D2,0.453409
C_6,D2_6,C,D2,0.336805
C_6,D2_7,C,D2,0.359911
C_6,D2_8,C,D2,0.377152
C_6,D2_9,C,D2,0.443594
C_6,D2_10,C,D2,0.452754
C_6,D3_1,C,D3,0.309462
C_6,D3_2,C,D3,0.409997
C_6,D3_3,C,D3,0.236555
C_6,D3_4,C,D3,0.367758
C_6,D3_5,C,D3,0.346289
C_6,D3_6,C,D3,0.274742
C_6,D3_7,C,D3,0.415713
C_6,D3_8,C,D3,0.371186
C_6,D3_9,C,D3,0.407737
C_6,D3_10,C,D3,0.440145
C_6,D4_1,C,D4,0.374785
C_6,D4_2,C,D4,0.493376
C_6,D4_3,C,D4,0.357483
C_6,D4_4,C,D4,0.332316
C_6,D4_5,C,D4,0.436747
C_6,D4_6,C,D4,0.396688
C_6,D4_7,C,D4,0.253751
C_6,D4_8,C,D4,0.563747
C_6,D4_9,C,D4,0.340684
C_6,D4_10,C,D4,0.357437
C_6,E1_1,C,E1,0.336592
C_6,E1_2,C,E1,0.230323
C_6,E1_3,C,E1,0.213485
C_6,E1_4,C,E1,0.341857
C_6,E1_5,C,E1,0.256376
C_6,E1_6,C,E1,0.260439
C_6,E1_7,C,E1,0.237966
C_6,E1_8,C,E1,0.222279
C_6,E1_9,C,E1,0.321006
C_6,E1_10,C,E1,0.341819
C_6,E2_1,C,E2,0.332371
C_6,E2_2,C,E2,0.313161
C_6,E2_3,C,E2,0.377075
C_6,E2_4,C,E2,0.357404
C_6,E2_5,C,E2,0.323634
C_6,E2_6,C,E2,0.394475
C_6,E2_7,C,E2,0.323544
C_6,E2_8,C,E2,0.240251
C_6,E2_9,C,E2,0.355559
C_6,E2_10,C,E2,0.256686
C_6,F1_1,C,F1,0.154667
C_6,F1_2,C,F1,0.280027
C_6,F1_3,C,F1,0.298375
C_6,F1_4,C,F1,0.303204
C_6,F1_5,C,F1,0.185049
C_6,F1_6,C,F1,0.303615
C_6,F1_7,C,F1,0.257978
C_6,F1_8,C,F1,0.303273
C_6,F1_9,C,F1,0.186527
C_6,F1_10,C,F1,0.266020
C_6,F2_1,C,F2,0.239946
C_6,F2_2,C,F2,0.228142
C_6,F2_3,C,F2,0.328389
C_6,F2_4,C,F2,0.238580
C_6,F2_5,C,F2,0.315704
C_6,F2_6,C,F2,0.242250
C_6,F2_7,C,F2,0.306989
C_6,F2_8,C,F2,0.263598
C_6,F2_9,C,F2,0.292168
C_6,F2_10,C,F2,0.228322
C_6,G_1,C,G,0.165545
C_6,G_2,C,G,0.167785
C_6,G_3,C,G,0.168668
C_6,G_4,C,G,0.167167
C_6,G_5,C,G,0.165074
C_6,G_6,C,G,0.167226
C_6,G_7,C,G,0.170078
C_6,G_8,C,G,0.165280
C_6,G_9,C,G,0.167874
C_6,G_10,C,G,0.167845
C_7,C_8,C,C,0.296898
C_7,C_9,C,C,0.259098
C_7,C_10,C,C,0.311830
C_7,D1_1,C,D1,0.369364
C_7,D1_2,C,D1,0.393686
C_7,D1_3,C,D1,0.368628
C_7,D1_4,C,D1,0.450776
C_7,D1_5,C,D1,0.398826
C_7,D1_6,C,D1,0.280423
C_7,D1_7,C,D1,0.316958
C_7,D1_8,C,D1,0.394089
C_7,D1_9,C,D1,0.398518
C_7,D1_10,C,D1,0.282832
C_7,D2_1,C,D2,0.458902
C_7,D2_2,C,D2,0.451209
C_7,D2_3,C,D2,0.328714
C_7,D2_4,C,D2,0.508908
C_7,D2_5,C,D2,0.485802
C_7,D2_6,C,D2,0.376368
C_7,D2_7,C,D2,0.397188
C_7,D2_8,C,D2,0.384244
C_7,D2_9,C,D2,0.474882
C_7,D2_10,C,D2,0.483701
C_7,D3_1,C,D3,0.306776
C_7,D3_2,C,D3,0.441976
C_7,D3_3,C,D3,0.243861
C_7,D3_4,C,D3,0.403938
C_7,D3_5,C,D3,0.383786
C_7,D3_6,C,D3,0.314685
C_7,D3_7,C,D3,0.447647
C_7,D3_8,C,D3,0.406029
C_7,D3_9,C,D3,0.440739
C_7,D3_10,C,D3,0.468233
C_7,D4_1,C,D4,0.380633
C_7,D4_2,C,D4,0.522118
C_7,D4_3,C,D4,0.393648
C_7,D4_4,C,D4,0.332370
C_7,D4_5,C,D4,0.469427
C_7,D4_6,C,D4,0.429004
C_7,D4_7,C,D4,0.274226
C_7,D4_8,C,D4,0.569379
C_7,D4_9,C,D4,0.362433
C_7,D4_10,C,D4,0.391871
C_7,E1_1,C,E1,0.372100
C_7,E1_2,C,E1,0.270302
C_7,E1_3,C,E1,0.255133
C_7,E1_4,C,E1,0.379429
C_7,E1_5,C,E1,0.292563
C_7,E1_6,C,E1,0.299312
C_7,E1_7,C,E1,0.281333
C_7,E1_8,C,E1,0.221518
C_7,E1_9,C,E1,0.356236
C_7,E1_10,C,E1,0.375901
C_7,E2_1,C,E2,0.368768
C_7,E2_2,C,E2,0.352857
C_7,E2_3,C,E2,0.410909
C_7,E2_4,C,E2,0.393361
C_7,E2_5,C,E2,0.362317
C_7,E2_6,C,E2,0.428116
C_7,E2_7,C,E2,0.359836
C_7,E2_8,C,E2,0.281152
C_7,E2_9,C,E2,0.387492
C_7,E2_10,C,E2,0.265552
C_7,F1_1,C,F1,0.152588
C_7,F1_2,C,F1,0.319404
C_7,F1_3,C,F1,0.335045
C_7,F1_4,C,F1,0.342534
C_7,F1_5,C,F1,0.194082
C_7,F1_6,C,F1,0.340582
C_7,F1_7,C,F1,0.299754
C_7,F1_8,C,F1,0.340796
C_7,F1_9,C,F1,0.195860
C_7,F1_10,C,F1,0.273060
C_7,F2_1,C,F2,0.281172
C_7,F2_2,C,F2,0.269045
C_7,F2_3,C,F2,0.365827
C_7,F2_4,C,F2,0.236623
C_7,F2_5,C,F2,0.351055
C_7,F2_6,C,F2,0.282501
C_7,F2_7,C,F2,0.345136
C_7,F2_8,C,F2,0.303986
C_7,F2_9,C,F2,0.311176
C_7,F2_10,C,F2,0.270726
C_7,G_1,C,G,0.211316
C_7,G_2,C,G,0.212158
C_7,G_3,C,G,0.214556
C_7,G_4,C,G,0.212810
C_7,G_5,C,G,0.210209
C_7,G_6,C,G,0.212528
C_7,G_7,C,G,0.215882
C_7,G_8,C,G,0.211034
C_7,G_9,C,G,0.212883
C_7,G_10,C,G,0.213462
C_8,C_9,C,C,0.181882
C_8,C_10,C,C,0.241788
C_8,D1_1,C,D1,0.316456
C_8,D1_2,C,D1,0.324451
C_8,D1_3,C,D1,0.300984
C_8,D1_4,C,D1,0.393283
C_8,D1_5,C,D1,0.336117
C_8,D1_6,C,D1,0.202801
C_8,D1_7,C,D1,0.244035
C_8,D1_8,C,D1,0.325964
C_8,D1_9,C,D1,0.333173
C_8,D1_10,C,D1,0.208700
C_8,D2_1,C,D2,0.402523
C_8,D2_2,C,D2,0.393465
C_8,D2_3,C,D2,0.306599
C_8,D2_4,C,D2,0.452715
C_8,D2_5,C,D2,0.427685
C_8,D2_6,C,D2,0.311707
C_8,D2_7,C,D2,0.332529
C_8,D2_8,C,D2,0.487901
C_8,D2_9,C,D2,0.422077
C_8,D2_10,C,D2,0.430518
C_8,D3_1,C,D3,0.365242
C_8,D3_2,C,D3,0.378459
C_8,D3_3,C,D3,0.359968
C_8,D3_4,C,D3,0.334511
C_8,D3_5,C,D3,0.319467
C_8,D3_6,C,D3,0.320960
C_8,D3_7,C,D3,0.388708
C_8,D3_8,C,D3,0.341499
C_8,D3_9,C,D3,0.381940
C_8,D3_10,C,D3,0.408539
C_8,D4_1,C,D4,0.414541
C_8,D4_2,C,D4,0.467732
C_8,D4_3,C,D4,0.328117
C_8,D4_4,C,D4,0.423538
C_8,D4_5,C,D4,0.410441
C_8,D4_6,C,D4,0.366646
C_8,D4_7,C,D4,0.386293
C_8,D4_8,C,D4,0.549258
C_8,D4_9,C,D4,0.439688
C_8,D4_10,C,D4,0.329410
C_8,E1_1,C,E1,0.304035
C_8,E1_2,C,E1,0.193099
C_8,E1_3,C,E1,0.179055
C_8,E1_4,C,E1,0.310597
C_8,E1_5,C,E1,0.084930
C_8,E1_6,C,E1,0.229049
C_8,E1_7,C,E1,0.209125
C_8,E1_8,C,E1,0.167108
C_8,E1_9,C,E1,0.294796
C_8,E1_10,C,E1,0.308571
C_8,E2_1,C,E2,0.306076
C_8,E2_2,C,E2,0.285620
C_8,E2_3,C,E2,0.346043
C_8,E2_4,C,E2,0.334191
C_8,E2_5,C,E2,0.293353
C_8,E2_6,C,E2,0.367923
C_8,E2_7,C,E2,0.287127
C_8,E2_8,C,E2,0.207528
C_8,E2_9,C,E2,0.323487
C_8,E2_10,C,E2,0.420868
C_8,F1_1,C,F1,0.229064
C_8,F1_2,C,F1,0.245475
C_8,F1_3,C,F1,0.263977
C_8,F1_4,C,F1,0.271062
C_8,F1_5,C,F1,0.302505
C_8,F1_6,C,F1,0.270302
C_8,F1_7,C,F1,0.226496
C_8,F1_8,C,F1,0.270225
C_8,F1_9,C,F1,0.178352
C_8,F1_10,C,F1,0.294901
C_8,F2_1,C,F2,0.207498
C_8,F2_2,C,F2,0.194014
C_8,F2_3,C,F2,0.299114
C_8,F2_4,C,F2,0.138166
C_8,F2_5,C,F2,0.283187
C_8,F2_6,C,F2,0.210209
C_8,F2_7,C,F2,0.271500
C_8,F2_8,C,F2,0.231123
C_8,F2_9,C,F2,0.263617
C_8,F2_10,C,F2,0.195088
C_8,G_1,C,G,0.133285
C_8,G_2,C,G,0.132289
C_8,G_3,C,G,0.131171
C_8,G_4,C,G,0.130631
C_8,G_5,C,G,0.128113
C_8,G_6,C,G,0.130717
C_8,G_7,C,G,0.133657
C_8,G_8,C,G,0.129666
C_8,G_9,C,G,0.130678
C_8,G_10,C,G,0.131664
C_9,C_10,C,C,0.202146
C_9,D1_1,C,D1,0.286045
C_9,D1_2,C,D1,0.289834
C_9,D1_3,C,D1,0.267380
C_9,D1_4,C,D1,0.361987
C_9,D1_5,C,D1,0.273363
C_9,D1_6,C,D1,0.162721
C_9,D1_7,C,D1,0.208182
C_9,D1_8,C,D1,0.294214
C_9,D1_9,C,D1,0.300852
C_9,D1_10,C,D1,0.171071
C_9,D2_1,C,D2,0.371079
C_9,D2_2,C,D2,0.360865
C_9,D2_3,C,D2,0.352240
C_9,D2_4,C,D2,0.402309
C_9,D2_5,C,D2,0.396514
C_9,D2_6,C,D2,0.276017
C_9,D2_7,C,D2,0.300180
C_9,D2_8,C,D2,0.458556
C_9,D2_9,C,D2,0.390138
C_9,D2_10,C,D2,0.398641
C_9,D3_1,C,D3,0.389501
C_9,D3_2,C,D3,0.285077
C_9,D3_3,C,D3,0.325961
C_9,D3_4,C,D3,0.302520
C_9,D3_5,C,D3,0.284245
C_9,D3_6,C,D3,0.227203
C_9,D3_7,C,D3,0.352568
C_9,D3_8,C,D3,0.310289
C_9,D3_9,C,D3,0.348608
C_9,D3_10,C,D3,0.319663
C_9,D4_1,C,D4,0.384819
C_9,D4_2,C,D4,0.424943
C_9,D4_3,C,D4,0.297537
C_9,D4_4,C,D4,0.433399
C_9,D4_5,C,D4,0.382339
C_9,D4_6,C,D4,0.335314
C_9,D4_7,C,D4,0.354398
C_9,D4_8,C,D4,0.526009
C_9,D4_9,C,D4,0.357154
C_9,D4_10,C,D4,0.296071
C_9,E1_1,C,E1,0.270608
C_9,E1_2,C,E1,0.155761
C_9,E1_3,C,E1,0.140115
C_9,E1_4,C,E1,0.274555
C_9,E1_5,C,E1,0.187064
C_9,E1_6,C,E1,0.189430
C_9,E1_7,C,E1,0.164335
C_9,E1_8,C,E1,0.194154
C_9,E1_9,C,E1,0.256816
C_9,E1_10,C,E1,0.273817
C_9,E2_1,C,E2,0.271640
C_9,E2_2,C,E2,0.249663
C_9,E2_3,C,E2,0.315849
C_9,E2_4,C,E2,0.302409
C_9,E2_5,C,E2,0.227669
C_9,E2_6,C,E2,0.311919
C_9,E2_7,C,E2,0.255119
C_9,E2_8,C,E2,0.165342
C_9,E2_9,C,E2,0.289712
C_9,E2_10,C,E2,0.389596
C_9,F1_1,C,F1,0.213758
C_9,F1_2,C,F1,0.209355
C_9,F1_3,C,F1,0.228010
C_9,F1_4,C,F1,0.235134
C_9,F1_5,C,F1,0.266956
C_9,F1_6,C,F1,0.237003
C_9,F1_7,C,F1,0.188340
C_9,F1_8,C,F1,0.232709
C_9,F1_9,C,F1,0.137727
C_9,F1_10,C,F1,0.259899
C_9,F2_1,C,F2,0.167549
C_9,F2_2,C,F2,0.151504
C_9,F2_3,C,F2,0.265173
C_9,F2_4,C,F2,0.216801
C_9,F2_5,C,F2,0.171916
C_9,F2_6,C,F2,0.170074
C_9,F2_7,C,F2,0.236444
C_9,F2_8,C,F2,0.111333
C_9,F2_9,C,F2,0.226689
C_9,F2_10,C,F2,0.156500
C_9,G_1,C,G,0.090256
C_9,G_2,C,G,0.088918
C_9,G_3,C,G,0.089486
C_9,G_4,C,G,0.086820
C_9,G_5,C,G,0.085240
C_9,G_6,C,G,0.086588
C_9,G_7,C,G,0.091043
C_9,G_8,C,G,0.086146
C_9,G_9,C,G,0.086852
C_9,G_10,C,G,0.087894
C_10,D1_1,C,D1,0.332370
C_10,D1_2,C,D1,0.341265
C_10,D1_3,C,D1,0.274692
C_10,D1_4,C,D1,0.276451
C_10,D1_5,C,D1,0.326935
C_10,D1_6,C,D1,0.222545
C_10,D1_7,C,D1,0.264617
C_10,D1_8,C,D1,0.343541
C_10,D1_9,C,D1,0.342433
C_10,D1_10,C,D1,0.190070
C_10,D2_1,C,D2,0.414824
C_10,D2_2,C,D2,0.375000
C_10,D2_3,C,D2,0.342013
C_10,D2_4,C,D2,0.319035
C_10,D2_5,C,D2,0.374219
C_10,D2_6,C,D2,0.270095
C_10,D2_7,C,D2,0.344971
C_10,D2_8,C,D2,0.494491
C_10,D2_9,C,D2,0.278091
C_10,D2_10,C,D2,0.439098
C_10,D3_1,C,D3,0.432326
C_10,D3_2,C,D3,0.398859
C_10,D3_3,C,D3,0.372491
C_10,D3_4,C,D3,0.347971
C_10,D3_5,C,D3,0.335905
C_10,D3_6,C,D3,0.347147
C_10,D3_7,C,D3,0.344213
C_10,D3_8,C,D3,0.354332
C_10,D3_9,C,D3,0.396078
C_10,D3_10,C,D3,0.429134
C_10,D4_1,C,D4,0.424261
