accession	contig_count
RS_GCF_902410085.1	391
RS_GCF_902813195.1	1
GB_GCA_000204585.1	76
GB_GCA_000336895.1	33
GB_GCA_000402075.1	32
GB_GCA_000494145.1	128
GB_GCA_000815385.1	191
GB_GCA_000960885.1	207
GB_GCA_001421175.1	18
GB_GCA_001509375.1	119
GB_GCA_001515205.2	64
GB_GCA_001563335.1	119
GB_GCA_001564005.1	160
GB_GCA_001787285.1	12
GB_GCA_001871475.1	17
GB_GCA_001873985.1	84
GB_GCA_001915065.1	72
GB_GCA_001940705.1	264
GB_GCA_002010215.1	52
GB_GCA_002010925.1	204
GB_GCA_002011125.1	22
GB_GCA_002067265.1	326
GB_GCA_002067635.1	233
GB_GCA_002067755.1	104
GB_GCA_002171445.1	44
GB_GCA_002254385.1	140
GB_GCA_002254565.1	54
GB_GCA_002287215.1	47
GB_GCA_002494495.1	46
GB_GCA_002495045.1	207
GB_GCA_002495225.1	295
GB_GCA_002496735.1	25
GB_GCA_002497065.1	112
GB_GCA_002497245.1	85
GB_GCA_002498145.1	188
GB_GCA_002498345.1	584
GB_GCA_002498865.1	201
GB_GCA_002499365.1	356
GB_GCA_002499525.1	211
GB_GCA_002499905.1	47
GB_GCA_002501685.1	120
GB_GCA_002502285.1	183
GB_GCA_002502525.1	41
GB_GCA_002502885.1	146
GB_GCA_002504505.1	32
GB_GCA_002504605.1	257
GB_GCA_002504995.1	305
GB_GCA_002505195.1	110
GB_GCA_002505565.1	199
GB_GCA_002505735.1	108
GB_GCA_002505855.1	118
GB_GCA_002505895.1	81
GB_GCA_002506105.1	71
GB_GCA_002506425.1	179
GB_GCA_002506485.1	115
GB_GCA_002506845.1	154
GB_GCA_002507425.1	221
GB_GCA_002508325.1	173
GB_GCA_002508585.1	464
GB_GCA_002508745.1	281
GB_GCA_002509245.1	372
GB_GCA_002509325.1	524
GB_GCA_002509345.1	60
GB_GCA_002509565.1	221
GB_GCA_002686295.1	51
GB_GCA_002687825.1	25
GB_GCA_002687935.1	11
GB_GCA_002689565.1	110
GB_GCA_002692465.1	90
GB_GCA_002696565.1	64
GB_GCA_002697705.1	83
GB_GCA_002699425.1	58
GB_GCA_002702945.1	76
GB_GCA_002707335.2	65
GB_GCA_002714305.1	45
GB_GCA_002714545.1	62
GB_GCA_002720115.1	56
GB_GCA_002720275.1	53
GB_GCA_002724775.1	68
GB_GCA_002726395.1	79
GB_GCA_002730095.1	52
GB_GCA_002730325.1	39
GB_GCA_002737455.1	20
GB_GCA_002762655.1	325
GB_GCA_002763085.1	142
GB_GCA_002763205.1	92
GB_GCA_002779595.1	157
GB_GCA_002783845.1	215
GB_GCA_002839545.1	180
GB_GCA_002898355.1	32
GB_GCA_003009815.1	71
GB_GCA_003019345.1	107
GB_GCA_003020925.1	46
GB_GCA_003021325.1	289
GB_GCA_003023465.1	249
GB_GCA_003023785.1	110
GB_GCA_003086415.1	25
GB_GCA_003132625.1	279
GB_GCA_003136075.1	212
GB_GCA_003136455.1	247
GB_GCA_003142045.1	187
GB_GCA_003151535.1	168
GB_GCA_003153835.1	500
GB_GCA_003154225.1	141
GB_GCA_003157375.1	300
GB_GCA_003161735.1	258
GB_GCA_003164415.1	304
GB_GCA_003165375.1	267
GB_GCA_003170935.1	224
GB_GCA_003177295.1	203
GB_GCA_003193925.1	23
GB_GCA_003352245.1	7
GB_GCA_003550345.1	102
GB_GCA_003550625.1	105
GB_GCA_003559435.1	172
GB_GCA_003561665.1	350
GB_GCA_003569705.1	10
GB_GCA_003601695.1	101
GB_GCA_003649715.1	205
GB_GCA_003649745.1	154
GB_GCA_003649845.1	273
GB_GCA_003651045.1	247
GB_GCA_003660905.1	68
GB_GCA_003661905.1	272
GB_GCA_003663225.1	165
GB_GCA_003672125.1	231
GB_GCA_003672235.1	412
GB_GCA_003672475.1	433
GB_GCA_003672585.1	307
GB_GCA_003672885.1	205
GB_GCA_003838235.1	594
GB_GCA_004195515.1	81
GB_GCA_004366975.1	56
GB_GCA_005239435.1	18
GB_GCA_005799035.1	128
GB_GCA_005877195.1	327
GB_GCA_005878915.1	244
GB_GCA_005878985.1	220
GB_GCA_005881655.1	297
GB_GCA_005881695.1	182
GB_GCA_005882895.1	94
GB_GCA_005883085.1	287
GB_GCA_007117065.1	51
GB_GCA_007118145.1	88
GB_GCA_007118975.1	175
GB_GCA_007280465.1	66
GB_GCA_009697485.1	83
GB_GCA_009778385.1	105
GB_GCA_009778815.1	128
GB_GCA_009782125.1	87
GB_GCA_009785285.1	121
GB_GCA_009837245.1	215
GB_GCA_009887115.1	52
GB_GCA_009911715.1	1
GB_GCA_010028425.1	188
GB_GCA_011046575.1	157
GB_GCA_011050175.1	216
GB_GCA_011056145.1	82
GB_GCA_011333755.1	94
GB_GCA_011335085.1	20
GB_GCA_011361945.1	188
GB_GCA_011363025.1	177
GB_GCA_011364805.1	137
GB_GCA_011365055.1	55
GB_GCA_011369765.1	16
GB_GCA_011370275.1	276
GB_GCA_011373045.1	52
GB_GCA_011375725.1	68
GB_GCA_011526465.1	57
GB_GCA_011605765.1	81
GB_GCA_011605775.1	107
GB_GCA_011773785.1	118
GB_GCA_012513715.1	247
GB_GCA_012521035.1	326
GB_GCA_012521115.1	105
GB_GCA_012521595.1	169
GB_GCA_012839505.1	436
GB_GCA_012960605.1	81
GB_GCA_012960975.1	84
GB_GCA_013152685.1	149
GB_GCA_013153845.1	74
GB_GCA_013180565.1	450
GB_GCA_013202955.1	124
GB_GCA_013329105.1	187
GB_GCA_013329685.1	35
GB_GCA_013329865.1	382
GB_GCA_013330065.1	289
GB_GCA_013330215.1	144
GB_GCA_013330265.1	282
GB_GCA_013330465.1	105
GB_GCA_013330515.1	35
GB_GCA_013330595.1	76
GB_GCA_013331455.1	187
GB_GCA_013374505.1	378
GB_GCA_013415575.1	229
GB_GCA_013425405.1	58
GB_GCA_013791785.1	145
GB_GCA_014238095.1	39
GB_GCA_014240285.1	108
GB_GCA_014240435.1	60
GB_GCA_014361345.1	186
GB_GCA_014381105.1	172
GB_GCA_014730115.1	46
GB_GCA_014730275.1	151
GB_GCA_014859735.1	150
GB_GCA_014859755.1	259
GB_GCA_015062825.1	160
GB_GCA_015520535.1	860
GB_GCA_015520645.1	236
GB_GCA_015520735.1	40
GB_GCA_015520975.1	236
GB_GCA_015521085.1	10
GB_GCA_015521385.1	233
GB_GCA_015521425.1	61
GB_GCA_015521615.1	100
GB_GCA_015521825.1	30
GB_GCA_015522055.1	162
GB_GCA_015522425.1	71
GB_GCA_015522475.1	23
GB_GCA_015522495.1	37
GB_GCA_015522745.1	72
GB_GCA_015523445.1	164
GB_GCA_015660245.1	51
GB_GCA_015660995.1	28
GB_GCA_015661555.1	117
GB_GCA_016126025.1	158
GB_GCA_016176745.1	244
GB_GCA_016177205.1	50
GB_GCA_016177615.1	67
GB_GCA_016181245.1	54
GB_GCA_016184345.1	6
GB_GCA_016185875.1	96
GB_GCA_016188245.1	41
GB_GCA_016192915.1	20
GB_GCA_016193585.1	10
GB_GCA_016205145.1	2
GB_GCA_016211095.1	152
GB_GCA_016211185.1	84
GB_GCA_016222945.1	15
GB_GCA_016284295.1	45
GB_GCA_016296195.1	249
GB_GCA_016432305.1	1
GB_GCA_016432545.1	1
GB_GCA_016706325.1	3
GB_GCA_016777175.1	42
GB_GCA_016782225.1	163
GB_GCA_016838825.1	75
GB_GCA_016839295.1	71
GB_GCA_016839545.1	624
GB_GCA_016840405.1	77
GB_GCA_016840465.1	100
GB_GCA_016840595.1	347
GB_GCA_016841295.1	31
GB_GCA_016841485.1	303
GB_GCA_016841665.1	75
GB_GCA_016867455.1	62
GB_GCA_016872055.1	32
GB_GCA_016926175.1	39
GB_GCA_016926455.1	225
GB_GCA_016926855.1	35
GB_GCA_016928115.1	23
GB_GCA_016929175.1	313
GB_GCA_016930515.1	190
GB_GCA_016931555.1	128
GB_GCA_016932355.1	106
GB_GCA_016932935.1	476
GB_GCA_016933455.1	21
GB_GCA_016935265.1	82
GB_GCA_016935985.1	10
GB_GCA_016938695.1	85
GB_GCA_017094505.1	1
GB_GCA_017399555.1	67
GB_GCA_017427765.1	60
GB_GCA_017459665.1	110
GB_GCA_017507885.1	135
GB_GCA_017608705.1	35
GB_GCA_017608885.1	56
GB_GCA_017608945.1	39
GB_GCA_017609225.1	81
GB_GCA_017609445.1	63
GB_GCA_017610165.1	28
GB_GCA_017991485.1	25
GB_GCA_017994915.1	197
GB_GCA_018260675.1	115
GB_GCA_018263135.1	149
GB_GCA_018302465.1	31
GB_GCA_018302515.1	33
GB_GCA_018303125.1	54
GB_GCA_018303515.1	53
GB_GCA_018303825.1	23
GB_GCA_018396515.1	288
GB_GCA_018433565.1	475
GB_GCA_018436255.1	45
GB_GCA_018609965.1	361
GB_GCA_018648045.1	6
GB_GCA_018649845.1	164
GB_GCA_018652045.1	25
GB_GCA_018655525.1	30
GB_GCA_018655685.1	25
GB_GCA_018657475.1	81
GB_GCA_018659085.1	29
GB_GCA_018660045.1	38
GB_GCA_018661625.1	211
GB_GCA_018671235.1	27
GB_GCA_018675265.1	10
GB_GCA_018675335.1	9
GB_GCA_018676255.1	158
GB_GCA_018687785.1	2
GB_GCA_018691945.1	210
GB_GCA_018693235.1	3
GB_GCA_018693615.1	10
GB_GCA_018695505.1	201
GB_GCA_018695895.1	159
GB_GCA_018812445.1	364
GB_GCA_018815265.1	317
GB_GCA_018816725.1	105
GB_GCA_018822505.1	134
GB_GCA_018822605.1	117
GB_GCA_018824925.1	375
GB_GCA_018829185.1	27
GB_GCA_018830205.1	203
GB_GCA_018831025.1	120
GB_GCA_018900055.1	257
GB_GCA_019057595.1	50
GB_GCA_019057775.1	320
GB_GCA_019058035.1	377
GB_GCA_019058165.1	253
GB_GCA_019084285.1	354
GB_GCA_900299375.1	137
GB_GCA_900314325.1	153
GB_GCA_900316895.1	152
GB_GCA_900319535.1	206
GB_GCA_900320955.1	238
GB_GCA_902385655.1	8
GB_GCA_902386025.1	4
GB_GCA_902531985.1	56
GB_GCA_902533295.1	59
GB_GCA_902566115.1	47
GB_GCA_902755425.1	105
GB_GCA_902758425.1	165
GB_GCA_902759285.1	172
GB_GCA_902762095.1	346
GB_GCA_902763685.1	94
GB_GCA_902765105.1	193
GB_GCA_902783085.1	196
GB_GCA_902794475.1	216
GB_GCA_902803655.1	132
GB_GCA_903832665.1	28
GB_GCA_903855125.1	223
GB_GCA_903858775.1	445
GB_GCA_903865415.1	252
GB_GCA_903904885.1	44
GB_GCA_905182505.1	122
GB_GCA_905209735.1	36
RS_GCF_000189855.1	43
RS_GCF_000231015.2	1
RS_GCF_000243455.1	121
RS_GCF_000245175.1	1
RS_GCF_000281695.1	2
RS_GCF_000308215.1	26
RS_GCF_000337695.1	170
RS_GCF_000404165.1	1
RS_GCF_000591035.1	1
RS_GCF_000725425.1	1
RS_GCF_000755245.1	27
RS_GCF_000762265.1	1
RS_GCF_000969945.1	2
RS_GCF_000969965.1	1
RS_GCF_000970045.1	1
RS_GCF_000970065.1	2
RS_GCF_000970325.1	1
RS_GCF_000978935.1	169
RS_GCF_000979115.1	263
RS_GCF_000979255.1	179
RS_GCF_000979505.1	192
RS_GCF_000980155.1	172
RS_GCF_001266675.1	1
RS_GCF_001266695.1	1
RS_GCF_001462395.1	2
RS_GCF_001542905.1	3
RS_GCF_001560135.1	6
RS_GCF_001560375.1	5
RS_GCF_001560465.1	43
RS_GCF_001560715.1	4
RS_GCF_001560765.1	7
RS_GCF_001729395.1	167
RS_GCF_001886955.1	1
RS_GCF_001971705.1	4
RS_GCF_001989615.1	3
RS_GCF_002208625.1	300
RS_GCF_002844335.1	4
RS_GCF_003268005.1	1
RS_GCF_003383025.1	143
RS_GCF_003665925.1	435
RS_GCF_003675875.1	10
RS_GCF_003856835.1	2
RS_GCF_003992375.1	25
RS_GCF_004118325.1	31
RS_GCF_004150385.1	245
RS_GCF_004150395.1	176
RS_GCF_004745425.1	45
RS_GCF_004762015.1	16
RS_GCF_005310945.1	7
RS_GCF_005435195.1	962
RS_GCF_005485005.1	323
RS_GCF_005890195.1	3
RS_GCF_009176545.1	5
RS_GCF_009729035.1	1
RS_GCF_009856455.1	67
RS_GCF_012027425.1	101
RS_GCF_012027685.1	19
RS_GCF_013401515.1	4
RS_GCF_013402875.1	2
RS_GCF_013407275.1	1
RS_GCF_013839425.1	37
RS_GCF_017352095.1	1
RS_GCF_017873775.1	17
RS_GCF_900064395.1	207
RS_GCF_900101055.1	21
RS_GCF_900108095.1	9
RS_GCF_900115785.1	11
RS_GCF_900198835.1	1
GB_GCA_000220375.1	210
GB_GCA_000380905.1	81
GB_GCA_000437055.1	51
GB_GCA_000484935.1	52
GB_GCA_000746785.1	111
GB_GCA_000953115.1	1
GB_GCA_001315905.1	41
GB_GCA_001315965.1	316
GB_GCA_001508455.1	224
GB_GCA_001508665.1	345
GB_GCA_001563305.1	1
GB_GCA_001587635.1	74
GB_GCA_001628435.1	217
GB_GCA_001761425.1	1
GB_GCA_001800825.1	449
GB_GCA_001872765.1	132
GB_GCA_001872885.1	31
GB_GCA_002067065.1	102
GB_GCA_002067495.1	170
GB_GCA_002067665.1	135
GB_GCA_002067685.1	355
GB_GCA_002067955.1	204
GB_GCA_002069705.1	95
GB_GCA_002254975.1	80
GB_GCA_002255105.1	72
GB_GCA_002457145.1	21
GB_GCA_002494795.1	102
GB_GCA_002494895.1	125
GB_GCA_002495135.1	212
GB_GCA_002495305.1	206
GB_GCA_002495675.1	71
GB_GCA_002495965.1	176
GB_GCA_002496785.1	135
GB_GCA_002496945.1	60
GB_GCA_002497265.1	210
GB_GCA_002497285.1	40
GB_GCA_002497345.1	128
GB_GCA_002497645.1	134
GB_GCA_002497705.1	241
GB_GCA_002497885.1	178
GB_GCA_002498205.1	227
GB_GCA_002498385.1	73
GB_GCA_002498685.1	52
GB_GCA_002501855.1	613
GB_GCA_002502735.1	22
GB_GCA_002502785.1	125
GB_GCA_002503345.1	279
GB_GCA_002503625.1	106
GB_GCA_002503725.1	224
GB_GCA_002503825.1	25
GB_GCA_002504525.1	149
GB_GCA_002505065.1	318
GB_GCA_002505415.1	267
GB_GCA_002505485.1	174
GB_GCA_002505615.1	106
GB_GCA_002505655.1	9
GB_GCA_002505925.1	54
GB_GCA_002506005.1	143
GB_GCA_002506245.1	161
GB_GCA_002506705.1	132
GB_GCA_002507165.1	338
GB_GCA_002507315.1	45
GB_GCA_002509005.1	702
GB_GCA_002509145.1	314
GB_GCA_002509505.1	188
GB_GCA_002509665.1	544
GB_GCA_002687735.1	18
GB_GCA_002689805.1	96
GB_GCA_002690535.1	39
GB_GCA_002692695.1	125
GB_GCA_002697105.1	48
GB_GCA_002698145.1	60
GB_GCA_002703295.1	105
GB_GCA_002704705.1	20
GB_GCA_002712575.1	56
GB_GCA_002721085.1	20
GB_GCA_002723635.1	48
GB_GCA_002725275.1	55
GB_GCA_002727275.1	60
GB_GCA_002731395.1	92
GB_GCA_002731465.1	39
GB_GCA_002779075.1	65
GB_GCA_002779555.1	383
GB_GCA_003023185.1	131
GB_GCA_003086435.1	236
GB_GCA_003134315.1	240
GB_GCA_003165195.1	182
GB_GCA_003167795.1	241
GB_GCA_003168515.1	262
GB_GCA_003168795.1	288
GB_GCA_003170075.1	88
GB_GCA_003552585.1	76
GB_GCA_003554235.1	91
GB_GCA_003554885.1	138
GB_GCA_003554965.1	101
GB_GCA_003602415.1	38
GB_GCA_003649145.1	99
GB_GCA_003649185.1	118
GB_GCA_003649225.1	270
GB_GCA_003649235.1	220
GB_GCA_003660635.1	245
GB_GCA_003660965.1	138
GB_GCA_003662455.1	145
GB_GCA_003672335.1	304
GB_GCA_003672555.1	353
GB_GCA_003672855.1	324
GB_GCA_003694805.1	176
GB_GCA_003838185.1	127
GB_GCA_003935005.1	24
GB_GCA_003978865.1	97
GB_GCA_004195435.1	44
GB_GCA_004212035.1	73
GB_GCA_004347955.1	107
GB_GCA_004347965.1	78
GB_GCA_005049285.1	23
GB_GCA_005222975.1	99
GB_GCA_005877115.1	187
GB_GCA_005877345.1	320
GB_GCA_005883735.1	183
GB_GCA_006538205.1	188
GB_GCA_007117405.1	94
GB_GCA_007127355.1	417
GB_GCA_007128515.1	501
GB_GCA_007130455.1	186
GB_GCA_008080825.1	150
GB_GCA_008297865.1	85
GB_GCA_009758405.1	34
GB_GCA_009776675.1	239
GB_GCA_009784175.1	190
GB_GCA_009784745.1	149
GB_GCA_009787255.1	123
GB_GCA_009889665.1	20
GB_GCA_009936765.1	227
GB_GCA_009992215.1	59
GB_GCA_009993905.1	19
GB_GCA_009995005.1	45
GB_GCA_011042755.1	148
GB_GCA_011055585.1	181
GB_GCA_011331795.1	28
GB_GCA_011332835.1	183
GB_GCA_011333245.1	188
GB_GCA_011333375.1	54
GB_GCA_011355215.1	64
GB_GCA_011362045.1	143
GB_GCA_011362155.1	18
GB_GCA_011363135.1	105
GB_GCA_011363945.1	73
GB_GCA_011364385.1	83
GB_GCA_011366735.1	46
GB_GCA_011366805.1	158
GB_GCA_011366845.1	108
GB_GCA_011369775.1	90
GB_GCA_011373505.1	84
GB_GCA_011375845.1	274
GB_GCA_011380215.1	84
GB_GCA_012729535.1	86
GB_GCA_013114705.1	324
GB_GCA_013138765.1	127
GB_GCA_013154205.1	261
GB_GCA_013180585.1	270
GB_GCA_013288545.1	66
GB_GCA_013329355.1	302
GB_GCA_013329465.1	333
GB_GCA_013329615.1	258
GB_GCA_013329635.1	324
GB_GCA_013329875.1	313
GB_GCA_013330985.1	162
GB_GCA_013331165.1	358
GB_GCA_013331275.1	970
GB_GCA_013331745.1	63
GB_GCA_013343275.1	1
GB_GCA_013374385.1	208
GB_GCA_013378385.1	91
GB_GCA_013390475.1	44
GB_GCA_013390905.1	22
GB_GCA_013403005.1	25
GB_GCA_013572335.1	274
GB_GCA_014189715.1	19
GB_GCA_014189735.1	87
GB_GCA_014297435.1	15
GB_GCA_014361195.1	39
GB_GCA_014859785.1	269
GB_GCA_014894395.1	160
GB_GCA_015519985.1	170
GB_GCA_015520145.1	284
GB_GCA_015521075.1	129
GB_GCA_015521265.1	281
GB_GCA_015521325.1	103
GB_GCA_015522045.1	64
GB_GCA_015522785.1	30
GB_GCA_015523455.1	75
GB_GCA_015660915.1	27
GB_GCA_015661645.1	107
GB_GCA_016180105.1	54
GB_GCA_016180165.1	192
GB_GCA_016180225.1	159
GB_GCA_016180235.1	10
GB_GCA_016185565.1	57
GB_GCA_016185605.1	26
GB_GCA_016185635.1	88
GB_GCA_016185915.1	155
GB_GCA_016186425.1	29
GB_GCA_016188145.1	81
GB_GCA_016198645.1	96
GB_GCA_016203335.1	103
GB_GCA_016203425.1	168
GB_GCA_016207225.1	140
GB_GCA_016207475.1	147
GB_GCA_016278365.1	24
GB_GCA_016291575.1	167
GB_GCA_016777145.1	37
GB_GCA_016779705.1	106
GB_GCA_016779715.1	65
GB_GCA_016784665.1	86
GB_GCA_016839555.1	12
GB_GCA_016839625.1	494
GB_GCA_016840485.1	333
GB_GCA_016840695.1	558
GB_GCA_016840905.1	321
GB_GCA_016845225.1	28
GB_GCA_016845825.1	202
GB_GCA_016927015.1	133
GB_GCA_016928355.1	60
GB_GCA_016935095.1	82
GB_GCA_017357105.1	1
GB_GCA_017430835.1	187
GB_GCA_017461225.1	64
GB_GCA_017475875.1	281
GB_GCA_017540825.1	73
GB_GCA_017561385.1	252
GB_GCA_017601145.1	61
GB_GCA_017601245.1	68
GB_GCA_017601265.1	358
GB_GCA_017610405.1	21
GB_GCA_017885655.1	91
GB_GCA_017935945.1	136
GB_GCA_018238095.1	420
GB_GCA_018238525.1	281
GB_GCA_018238645.1	353
GB_GCA_018238725.1	174
GB_GCA_018263095.1	177
GB_GCA_018303545.1	38
GB_GCA_018303575.1	90
GB_GCA_018304045.1	57
GB_GCA_018304285.1	58
GB_GCA_018396755.1	97
GB_GCA_018432605.1	125
GB_GCA_018436955.1	265
GB_GCA_018623815.1	199
GB_GCA_018648165.1	336
GB_GCA_018649435.1	50
GB_GCA_018650105.1	253
GB_GCA_018650945.1	25
GB_GCA_018653005.1	121
GB_GCA_018653265.1	212
GB_GCA_018653365.1	3
GB_GCA_018657525.1	14
GB_GCA_018657705.1	62
GB_GCA_018658425.1	502
GB_GCA_018661975.1	65
GB_GCA_018662865.1	5
GB_GCA_018666575.1	202
GB_GCA_018671515.1	120
GB_GCA_018673555.1	46
GB_GCA_018674515.1	18
GB_GCA_018674975.1	81
GB_GCA_018674995.1	112
GB_GCA_018694635.1	35
GB_GCA_018812765.1	112
GB_GCA_018813975.1	144
GB_GCA_018822045.1	178
GB_GCA_018825175.1	136
GB_GCA_018829405.1	65
GB_GCA_018897155.1	62
GB_GCA_018897235.1	161
GB_GCA_018898145.1	530
GB_GCA_018901245.1	51
GB_GCA_018901315.1	160
GB_GCA_019058275.1	118
GB_GCA_019263745.1	1
GB_GCA_900317865.1	154
GB_GCA_900620265.1	126
GB_GCA_902384455.1	103
GB_GCA_902385625.1	27
GB_GCA_902513025.1	66
GB_GCA_902514095.1	53
GB_GCA_902520595.1	91
GB_GCA_902768415.1	216
GB_GCA_902781165.1	217
GB_GCA_902785665.1	262
GB_GCA_902788045.1	250
GB_GCA_902794865.1	194
GB_GCA_902800375.1	181
GB_GCA_902801725.1	89
GB_GCA_903870485.1	161
GB_GCA_903871665.1	73
GB_GCA_903873955.1	154
GB_GCA_903884505.1	37
GB_GCA_903892325.1	142
GB_GCA_903903265.1	481
GB_GCA_903915225.1	116
GB_GCA_903930485.1	321
GB_GCA_903989545.1	258
GB_GCA_905182635.1	72
GB_GCA_905182695.1	11
GB_GCA_905207865.1	29
RS_GCF_000007225.1	1
RS_GCF_000013725.1	1
RS_GCF_000015945.1	1
RS_GCF_000018305.1	1
RS_GCF_000151105.2	2
RS_GCF_000220645.1	1
RS_GCF_000235565.1	2
RS_GCF_000245135.1	3
RS_GCF_000299395.1	1
RS_GCF_000303155.1	1
RS_GCF_000328685.1	3
RS_GCF_000336635.1	48
RS_GCF_000336735.1	36
RS_GCF_000336775.1	30
RS_GCF_000337055.1	83
RS_GCF_000337075.1	64
RS_GCF_000337255.1	52
RS_GCF_000338775.1	1
RS_GCF_000364745.1	1
RS_GCF_000404225.1	1
RS_GCF_000698785.1	1
RS_GCF_000744455.1	1
RS_GCF_000769655.1	2
RS_GCF_000875775.1	1
RS_GCF_000969985.1	2
RS_GCF_000979595.1	188
RS_GCF_001316105.1	27
RS_GCF_001399695.1	483
RS_GCF_001418715.1	41
RS_GCF_001433455.1	1
RS_GCF_001484195.1	73
RS_GCF_001560085.1	9
RS_GCF_001560525.1	7
RS_GCF_001560685.1	8
RS_GCF_001577775.1	1
RS_GCF_001647155.1	48
RS_GCF_001767315.1	1
RS_GCF_002078355.1	1
RS_GCF_002114285.1	155
RS_GCF_002215445.1	1
RS_GCF_002215485.1	1
RS_GCF_002252725.1	245
RS_GCF_003605635.1	115
RS_GCF_003841465.1	69
RS_GCF_003852095.1	1
RS_GCF_004799645.1	5
RS_GCF_005435115.1	73
RS_GCF_009762275.1	2
RS_GCF_010692905.1	1
RS_GCF_011440285.1	10
RS_GCF_011765365.1	1
RS_GCF_012933645.1	40
RS_GCF_013391085.1	1
RS_GCF_013414235.1	12
RS_GCF_013761045.1	13
RS_GCF_014203295.1	14
RS_GCF_014647415.1	30
RS_GCF_016415665.1	98
RS_GCF_016917855.1	3
RS_GCF_017875565.1	17
RS_GCF_018200015.1	7
RS_GCF_900100875.1	9
RS_GCF_900108505.1	44
RS_GCF_900111485.1	100
RS_GCF_900114435.1	7
RS_GCF_900182635.1	35
RS_GCF_900289035.1	112
RS_GCF_900654205.1	16
RS_GCF_902384015.1	1
GB_GCA_000224475.1	3
GB_GCA_000389735.1	8
GB_GCA_000405225.1	13
GB_GCA_000495715.1	153
GB_GCA_000724145.1	170
GB_GCA_001315865.1	309
GB_GCA_001316165.1	24
GB_GCA_001316205.1	178
GB_GCA_001412355.1	109
GB_GCA_001507975.1	42
GB_GCA_001508065.1	107
GB_GCA_001512365.1	63
GB_GCA_001577565.1	145
GB_GCA_001595785.1	47
GB_GCA_001768965.1	349
GB_GCA_001775965.1	169
GB_GCA_001872825.1	97
GB_GCA_001875345.1	25
GB_GCA_001917995.1	88
GB_GCA_001940805.1	134
GB_GCA_002010195.1	120
GB_GCA_002011035.1	12
GB_GCA_002068885.1	133
GB_GCA_002170365.2	26
GB_GCA_002172185.1	9
GB_GCA_002254825.2	78
GB_GCA_002255025.1	89
GB_GCA_002494585.1	134
GB_GCA_002494975.1	160
GB_GCA_002495575.1	177
GB_GCA_002496045.1	59
GB_GCA_002496205.1	182
GB_GCA_002496845.1	172
GB_GCA_002496925.1	285
GB_GCA_002497405.1	204
GB_GCA_002497745.1	144
GB_GCA_002497805.1	294
GB_GCA_002498425.1	38
GB_GCA_002499485.1	132
GB_GCA_002501615.1	192
GB_GCA_002501805.1	67
GB_GCA_002502725.1	9
GB_GCA_002503085.1	155
GB_GCA_002504675.1	261
GB_GCA_002504805.1	364
GB_GCA_002504835.1	188
GB_GCA_002505145.1	79
GB_GCA_002505385.1	111
GB_GCA_002505695.1	37
GB_GCA_002506605.1	117
GB_GCA_002506675.1	113
GB_GCA_002506745.1	138
GB_GCA_002507125.1	315
GB_GCA_002507175.1	36
GB_GCA_002508665.1	91
GB_GCA_002509645.1	206
GB_GCA_002686195.1	235
GB_GCA_002688775.1	19
GB_GCA_002696505.1	54
GB_GCA_002702985.1	79
GB_GCA_002715545.1	63
GB_GCA_002716085.1	27
GB_GCA_002718575.1	18
GB_GCA_002723045.1	33
GB_GCA_002727675.1	82
GB_GCA_002762975.1	129
GB_GCA_002778455.1	59
GB_GCA_002789275.1	96
GB_GCA_002789435.1	36
GB_GCA_002898445.1	45
GB_GCA_003034855.1	132
GB_GCA_003086455.1	124
GB_GCA_003096235.1	253
GB_GCA_003116855.1	34
GB_GCA_003135575.1	132
GB_GCA_003141035.1	202
GB_GCA_003142655.1	204
GB_GCA_003157235.1	571
GB_GCA_003352295.1	10
GB_GCA_003491305.1	1
GB_GCA_003553825.1	59
GB_GCA_003557905.1	139
GB_GCA_003560875.1	71
GB_GCA_003589585.1	227
GB_GCA_003602515.1	104
GB_GCA_003649085.1	269
GB_GCA_003649155.1	161
GB_GCA_003649965.1	216
GB_GCA_003661065.1	135
GB_GCA_003661745.1	199
GB_GCA_003662645.1	231
GB_GCA_003672615.1	298
GB_GCA_003695745.1	197
GB_GCA_003724275.1	181
GB_GCA_004212155.1	28
GB_GCA_004347925.1	308
GB_GCA_004348015.1	69
GB_GCA_004376705.1	310
GB_GCA_005191425.1	182
GB_GCA_005877455.1	358
GB_GCA_005878525.1	180
GB_GCA_005878665.1	183
GB_GCA_005888695.1	354
GB_GCA_006954385.1	23
GB_GCA_007116645.1	84
GB_GCA_009618475.1	165
GB_GCA_009758285.1	74
GB_GCA_009783635.1	138
GB_GCA_009841175.1	201
GB_GCA_009842575.1	244
GB_GCA_009844685.1	227
GB_GCA_009889655.1	186
GB_GCA_009903945.1	295
GB_GCA_009992175.1	46
GB_GCA_009992305.1	48
GB_GCA_010030475.1	213
GB_GCA_011044085.1	121
GB_GCA_011045995.1	66
GB_GCA_011049045.1	72
GB_GCA_011057105.1	68
GB_GCA_011364585.1	80
GB_GCA_011364925.1	121
GB_GCA_011364985.1	26
GB_GCA_011366445.1	27
GB_GCA_011366545.1	50
GB_GCA_011367165.1	165
GB_GCA_011367225.1	52
GB_GCA_011369595.1	98
GB_GCA_011373445.1	148
GB_GCA_011375875.1	101
GB_GCA_011380195.1	179
GB_GCA_011380255.1	121
GB_GCA_011389055.1	139
GB_GCA_011620825.1	165
GB_GCA_012030815.1	178
