pairid	anim_ani	inv_events	syn2b_junctions	dnadiff_inverted_fraction	syn2b_inv	max_contigs	phylum	species_pair	dataset
GCA_002410745.1__GCA_002424445.1	99.41	4.0	6.0	0.4813666764476733	0.47881	706	Firmicutes_B	UBA4844 sp002424365 vs UBA4844 sp002424365	high_ani
GCA_013360885.1__GCA_900696475.1	99.41	4.0	6.0	0.5129488196771034	0.51426	380	Planctomycetota	Jettenia caeni vs Jettenia caeni	high_ani
GCA_001312585.1__GCF_001465255.1	99.4	4.0	3.0	0.455640225108376	0.44357	182	Firmicutes	Paenibacillus_G naphthalenovorans vs Paenibacillus_G naphthalenovorans	high_ani
GCF_001660045.1__GCF_009870095.1	99.34	4.0	7.0	0.4677290419743071	0.46435	620	Actinobacteriota	Streptomyces parvulus vs Streptomyces parvulus	high_ani
GCA_015228685.1__GCA_015232515.1	99.3	4.0	3.0	0.4876061082106888	0.47975	459	Desulfobacterota	YD0425bin51 sp002753225 vs YD0425bin51 sp002753225	high_ani
GCA_902519685.1__GCA_902522335.1	99.3	4.0	0.0	0.6121895547861125	0.64583	78	Proteobacteria	Luminiphilus sp002862405 vs Luminiphilus sp002862405	high_ani
GCA_002398185.1__GCA_002410745.1	99.29	4.0	11.0	0.515259612185855	0.52877	750	Firmicutes_B	UBA4844 sp002424365 vs UBA4844 sp002424365	high_ani
GCF_000170355.1__GCF_000170375.1	99.28	4.0	8.0	0.0915599937951058	0.09185	886	Proteobacteria	Burkholderia oklahomensis vs Burkholderia oklahomensis	high_ani
GCA_018384355.1__GCF_002251535.1	99.28	4.0	11.0	0.5546545347123883	0.54568	120	Bacteroidota	Prevotella sp002251295 vs Prevotella sp002251295	high_ani
GCA_016702615.1__GCA_016709945.1	99.27	4.0	20.0	0.551189293222511	0.54424	17	Actinobacteriota	JADJPO01 sp016713225 vs JADJPO01 sp016713225	high_ani
GCF_004024155.1__GCF_018443145.1	99.26	4.0	9.0	0.5833941011796677	0.60356	153	Proteobacteria	Klebsiella planticola vs Klebsiella planticola	high_ani
GCA_003202275.1__GCF_003311655.1	99.26	4.0	15.0	0.5555095247781311	0.54584	113	Actinobacteriota	Saccharomonospora endophytica vs Saccharomonospora endophytica	high_ani
GCF_001298125.1__GCF_013002825.1	99.24	4.0	3.0	0.6880871021729819	0.68109	111	Proteobacteria	Pseudoalteromonas neustonica vs Pseudoalteromonas neustonica	high_ani
GCF_004362605.1__GCF_902705945.1	99.22	4.0	3.0	0.5190711585886378	0.51308	74	Proteobacteria	Klebsiella terrigena vs Klebsiella terrigena	high_ani
GCF_001597315.1__GCF_001597325.1	99.22	4.0	0.0	0.409310923526186	0.40948	83	Fusobacteriota	Fusobacterium_C necrophorum vs Fusobacterium_C necrophorum	high_ani
GCF_001658075.1__GCF_013267695.1	99.21	4.0	8.0	0.0028163961503743	0.0	32	Firmicutes	Streptococcus gallolyticus vs Streptococcus gallolyticus	high_ani
GCA_000431435.1__GCA_900538395.1	99.12	4.0	6.0	0.5243797470794618	0.52832	244	Firmicutes_C	Veillonella_A sp000431435 vs Veillonella_A sp000431435	high_ani
GCF_002813655.1__GCF_002813675.1	99.1	4.0	5.0	0.928304036600658	0.93003	1	Methanobacteriota	Methanobacterium subterraneum vs Methanobacterium subterraneum	high_ani
GCF_004209905.1__GCF_016889965.1	99.09	4.0	9.0	0.4654560741365328	0.48151	867	Firmicutes	Staphylococcus condimenti vs Staphylococcus condimenti	high_ani
GCA_003023685.1__GCF_002903155.1	99.05	4.0	6.0	0.5042354198725711	0.48979	535	Firmicutes_E	Sulfobacillus thermotolerans vs Sulfobacillus thermotolerans	high_ani
GCF_001534765.1__GCF_003660425.1	99.03	4.0	0.0	0.2873118296767327	0.27987	41	Firmicutes	Kurthia gibsonii vs Kurthia gibsonii	high_ani
GCA_003452005.1__GCA_003455255.1	99.03	4.0	10.0	0.500589532079189	0.50686	910	Bacteroidota	Runella defluvii vs Runella defluvii	high_ani
GCA_015134625.1__GCF_016893705.1	99.03	4.0	3.0	0.978357342222339	0.97742	191	Proteobacteria	Citrobacter werkmanii vs Citrobacter werkmanii	high_ani
GCF_000968715.2__GCF_003030865.2	99.02	4.0	13.0	0.4098275599331429	0.412	45	Proteobacteria	Halomonas halophila vs Halomonas halophila	high_ani
GCA_018000275.1__GCA_018434105.1	98.99	4.0	2.0	0.5327656058951821	0.51761	104	Desulfobacterota	UBA8904 sp002304995 vs UBA8904 sp002304995	high_ani
GCA_017387765.1__GCA_017389205.1	98.97	4.0	0.0	0.5603518484424331	0.54593	259	Bacteroidota	Enterocola sp900316125 vs Enterocola sp900316125	high_ani
GCA_018369095.1__GCA_900759635.1	98.97	4.0	1.0	0.5155308686111876	0.49448	228	Firmicutes_A	Enterocloster excrementigallinarum vs Enterocloster excrementigallinarum	high_ani
GCF_000317975.2__GCF_900005785.1	98.93	4.0	7.0	0.5528375992772278	0.55411	160	Firmicutes	Carnobacterium maltaromaticum vs Carnobacterium maltaromaticum	high_ani
GCF_012952265.1__GCF_013002825.1	98.9	4.0	13.0	0.4598883110112298	0.46131	103	Proteobacteria	Pseudoalteromonas neustonica vs Pseudoalteromonas neustonica	high_ani
GCA_902555615.1__GCA_902559475.1	98.89	4.0	0.0	0.3271147616461494	0.29845	38	Proteobacteria	MED-G78 sp902558645 vs MED-G78 sp902558645	high_ani
GCF_001874085.1__GCF_008121895.1	98.89	4.0	4.0	0.4707063877700813	0.48107	59	Firmicutes_B	Moorella thermoacetica vs Moorella thermoacetica	high_ani
GCA_900546205.1__GCF_015552275.1	98.87	4.0	0.0	0.5532379673036464	0.56502	88	Firmicutes	Holdemania sp900120005 vs Holdemania sp900120005	high_ani
GCA_019113095.1__GCA_900540415.1	98.86	4.0	4.0	0.5241485696419743	0.5132	383	Bacteroidota	Prevotella sp900540415 vs Prevotella sp900540415	high_ani
GCF_000805375.1__GCF_900236745.1	98.86	4.0	31.0	0.8445793149318257	0.84195	63	Actinobacteriota	Mycobacterium setense vs Mycobacterium setense	high_ani
GCF_002777325.1__GCF_002777705.1	98.82	4.0	8.0	0.3637954422733319	0.37748	132	Proteobacteria	Snodgrassella alvi_D vs Snodgrassella alvi_D	high_ani
GCF_013299545.1__GCF_013300465.1	98.82	4.0	18.0	0.4583327431988758	0.45938	94	Firmicutes_A	Bariatricus comes vs Bariatricus comes	high_ani
GCF_014226885.1__GCF_900638015.1	98.82	4.0	6.0	0.1082541029207792	0.11529	20	Firmicutes	Listeria grayi vs Listeria grayi	high_ani
GCF_007954545.1__GCF_012396465.1	98.82	4.0	0.0	0.8514620301804664	0.8647	9	Firmicutes	Weissella soli vs Weissella soli	high_ani
GCF_003353445.1__GCF_007954545.1	98.82	4.0	0.0	0.6886681753147196	0.66537	8	Firmicutes	Weissella soli vs Weissella soli	high_ani
GCF_002777705.1__GCF_002777795.1	98.81	4.0	8.0	0.4722611470088166	0.45022	110	Proteobacteria	Snodgrassella alvi_D vs Snodgrassella alvi_D	high_ani
GCA_016710535.1__GCA_016710825.1	98.8	4.0	52.0	0.6428072987095375	0.64829	56	Proteobacteria	Contendobacter odensis_A vs Contendobacter odensis_A	high_ani
GCF_001499915.1__GCF_001500105.1	98.79	4.0	1.0	0.3112278482077646	0.31284	57	Actinobacteriota	Mycobacterium lehmannii vs Mycobacterium lehmannii	high_ani
GCA_007833955.1__GCF_000513535.1	98.78	4.0	5.0	0.5476913122631983	0.54928	103	Firmicutes	Planococcus glaciei vs Planococcus glaciei	high_ani
GCA_900765695.1__GCA_902406395.1	98.77	4.0	2.0	0.4849217882778843	0.47305	419	Firmicutes_A	Metalachnospira sp900546215 vs Metalachnospira sp900546215	high_ani
GCF_005886885.1__GCF_014925335.1	98.74	4.0	6.0	0.3010966483917812	0.29901	184	Proteobacteria	Pseudoalteromonas phenolica vs Pseudoalteromonas phenolica	high_ani
GCF_011319455.1__GCF_019048945.1	98.74	4.0	34.0	0.7199052036787715	0.73894	82	Proteobacteria	Agrobacterium salinitolerans vs Agrobacterium salinitolerans	high_ani
GCA_004801705.1__GCA_905200985.1	98.69	4.0	4.0	0.4304255257899616	0.42519	65	Bacteroidota	Muribaculum gordoncarteri vs Muribaculum gordoncarteri	high_ani
GCA_014869165.1__GCA_018382175.1	98.67	4.0	5.0	0.3960982147843407	0.38982	114	Firmicutes_A	Faecalibacterium sp900758465 vs Faecalibacterium sp900758465	high_ani
GCA_002692635.1__GCA_002729675.1	98.66	4.0	0.0	0.4978280486503103	0.47178	232	Proteobacteria	Idiomarina sp002729675 vs Idiomarina sp002729675	high_ani
GCF_006385265.1__GCF_011800325.1	98.65	4.0	3.0	0.6119580143785073	0.61761	62	Proteobacteria	Pantoea anthophila vs Pantoea anthophila	high_ani
GCF_000346445.1__GCF_014581725.1	98.63	4.0	13.0	0.4533908144324549	0.45463	125	Proteobacteria	Stenotrophomonas maltophilia_AK vs Stenotrophomonas maltophilia_AK	high_ani
GCF_001483765.1__GCF_014138825.1	98.63	4.0	3.0	0.7042482527695703	0.72764	8	Actinobacteriota	Nesterenkonia sandarakina vs Nesterenkonia sandarakina	high_ani
GCF_004216655.1__GCF_004217385.1	98.63	4.0	9.0	0.7458623726077939	0.74169	19	Proteobacteria	Phyllobacterium myrsinacearum vs Phyllobacterium myrsinacearum	high_ani
GCF_017498775.1__GCF_900107445.1	98.59	4.0	14.0	0.5862613934303016	0.59685	98	Firmicutes	Bacillus_A cereus_AW vs Bacillus_A cereus_AW	high_ani
GCA_002362895.1__GCA_002363375.1	98.57	4.0	7.0	0.3585542572798298	0.35552	28	Proteobacteria	Stenotrophomonas acidaminiphila_A vs Stenotrophomonas acidaminiphila_A	high_ani
GCF_900101205.1__GCF_900107875.1	98.57	4.0	2.0	0.2172219557305136	0.23483	30	Firmicutes	Paenibacillus sp900109515 vs Paenibacillus sp900109515	high_ani
GCF_006459165.1__GCF_011604665.1	98.55	4.0	18.0	0.9999668561797572	0.99982	1	Proteobacteria	Bradyrhizobium symbiodeficiens vs Bradyrhizobium symbiodeficiens	high_ani
GCA_900470265.1__GCA_900470635.1	98.55	4.0	14.0	0.5503350739483818	0.55736	141	Proteobacteria	Rhizobium sp900468625 vs Rhizobium sp900468625	high_ani
GCA_001683555.1__GCA_001726015.1	98.55	4.0	11.0	0.5457157606025362	0.56006	58	Halobacteriota	Methanohalophilus euhalobius vs Methanohalophilus euhalobius	high_ani
GCF_002560575.1__GCF_017498775.1	98.53	4.0	10.0	0.4055654043578587	0.38549	194	Firmicutes	Bacillus_A cereus_AW vs Bacillus_A cereus_AW	high_ani
GCF_011604645.1__GCF_011604665.1	98.53	4.0	14.0	0.9996016414529592	0.99973	1	Proteobacteria	Bradyrhizobium symbiodeficiens vs Bradyrhizobium symbiodeficiens	high_ani
GCF_001404595.1__GCF_015554215.1	98.52	4.0	13.0	0.4784310213755904	0.48132	185	Firmicutes_A	Bariatricus comes vs Bariatricus comes	high_ani
GCA_002331405.1__GCF_009996725.1	98.51	4.0	6.0	0.4738377570560124	0.48491	98	Proteobacteria	Stenotrophomonas acidaminiphila_A vs Stenotrophomonas acidaminiphila_A	high_ani
GCF_001058675.1__GCF_009664065.1	98.5	4.0	5.0	0.5466325098734002	0.54632	255	Proteobacteria	Citrobacter freundii vs Citrobacter freundii	high_ani
GCA_017416305.1__GCA_017507185.1	98.49	4.0	0.0	0.2432530858279235	0.25387	74	Bacteroidota	HGM04593 sp017442185 vs HGM04593 sp017442185	high_ani
GCF_003665985.1__GCF_003666065.1	98.47	4.0	17.0	0.4721493763072508	0.47978	136	Halobacteriota	Haloarcula taiwanensis vs Haloarcula taiwanensis	high_ani
GCA_017524765.1__GCA_902760585.1	98.47	4.0	14.0	0.5437191088687796	0.54268	234	Firmicutes_A	Ruminococcus flavefaciens_N vs Ruminococcus flavefaciens_N	high_ani
GCA_902624155.1__GCA_902629655.1	98.45	4.0	0.0	0.6425594131368108	0.61905	26	Marinisomatota	Marinisoma sp902629855 vs Marinisoma sp902629855	high_ani
GCF_001270075.1__GCF_013368775.1	98.41	4.0	0.0	0.552523291248733	0.55099	106	Firmicutes	Planococcus glaciei vs Planococcus glaciei	high_ani
GCA_017475025.1__GCA_017475225.1	98.41	4.0	7.0	0.5328429534292837	0.54592	108	Bacteroidota	Prevotella sp902776545 vs Prevotella sp902776545	high_ani
GCF_007625215.1__GCF_009805855.1	98.4	4.0	0.0	0.36849405957236	0.35729	117	Proteobacteria	Spiribacter roseus vs Spiribacter roseus	high_ani
GCA_015051955.1__GCA_900755765.1	98.4	4.0	7.0	0.4787868559655155	0.44957	322	Proteobacteria	Sutterella faecalis vs Sutterella faecalis	high_ani
GCA_018054245.1__GCA_902387235.1	98.39	4.0	6.0	0.4916995598433307	0.491	241	Firmicutes_A	Clostridium_Q fessum vs Clostridium_Q fessum	high_ani
GCF_003289585.1__GCF_008802075.1	98.37	4.0	6.0	0.3944989380325473	0.37721	54	Campylobacterota	Campylobacter lawsonii vs Campylobacter lawsonii	high_ani
GCA_902624155.1__GCA_902630085.1	98.37	4.0	1.0	0.503227270648689	0.5193	32	Marinisomatota	Marinisoma sp902629855 vs Marinisoma sp902629855	high_ani
GCF_019036895.1__GCF_019037115.1	98.36	4.0	23.0	0.6124573444621685	0.60542	58	Firmicutes	Cytobacillus oceanisediminis_B vs Cytobacillus oceanisediminis_B	high_ani
GCA_019118785.1__GCA_902386885.1	98.36	4.0	2.0	0.6409196956974271	0.6804	44	Actinobacteriota	Thermophilibacter timonensis vs Thermophilibacter timonensis	high_ani
GCF_002531885.1__GCF_014193135.1	98.34	4.0	39.0	0.4656397305333072	0.46789	123	Proteobacteria	Rhizobium sp002117485 vs Rhizobium sp002117485	high_ani
GCA_003538965.1__GCA_902791515.1	98.28	4.0	1.0	0.4356622917935749	0.4099	617	Firmicutes_A	Ruminococcus_C callidus vs Ruminococcus_C callidus	high_ani
GCA_000437815.1__GCA_905204845.1	98.27	4.0	7.0	0.4575230705535462	0.44515	244	Firmicutes_C	Acidaminococcus sp000437815 vs Acidaminococcus sp000437815	high_ani
GCF_009832085.1__GCF_013402755.1	98.27	4.0	6.0	0.4458507935309467	0.46105	72	Firmicutes	Mesomycoplasma hyopneumoniae vs Mesomycoplasma hyopneumoniae	high_ani
GCF_000468635.1__GCF_000613565.1	98.22	4.0	19.0	0.4473870589589547	0.45593	94	Bacteroidota	Prevotella baroniae vs Prevotella baroniae	high_ani
GCF_000475275.1__GCF_012273635.1	98.21	4.0	5.0	0.3298861988232767	0.33145	70	Proteobacteria	Roseibium aggregatum_A vs Roseibium aggregatum_A	high_ani
GCA_002349035.1__GCA_902791655.1	98.19	4.0	5.0	0.5381784773438147	0.52469	379	Bacteroidota	Prevotella sp002350805 vs Prevotella sp002350805	high_ani
GCA_000436595.1__GCA_900551685.1	98.17	4.0	14.0	0.4794334698948695	0.48451	336	Bacteroidota	Prevotella sp000436595 vs Prevotella sp000436595	high_ani
GCA_905182205.1__GCA_905478585.1	98.17	4.0	0.0	0.2130355981420254	0.21329	84	Bacteroidota	Hel1-33-131 sp018608625 vs Hel1-33-131 sp018608625	high_ani
GCF_003789015.1__GCF_016925655.1	98.17	4.0	10.0	0.2139235415914949	0.21583	7	Proteobacteria	Tsuneonella flava vs Tsuneonella flava	high_ani
GCA_012842385.1__GCF_900102395.1	98.16	4.0	6.0	0.5598749330020987	0.58078	317	Firmicutes_A	Thermoanaerobacter ethanolicus vs Thermoanaerobacter ethanolicus	high_ani
GCA_016719695.1__GCA_016788365.1	98.16	4.0	32.0	0.5234230975200188	0.5329	535	Cyanobacteria	Obscuribacter sp016712465 vs Obscuribacter sp016712465	high_ani
GCF_000293015.1__GCF_900450505.1	98.14	4.0	4.0	0.6906170906433434	0.69398	25	Actinobacteriota	Slackia exigua vs Slackia exigua	high_ani
GCF_900447255.1__GCF_900478035.1	98.13	4.0	2.0	0.0024786961587451	0.00205	3	Actinobacteriota	Corynebacterium renale vs Corynebacterium renale	high_ani
GCF_001044175.1__GCF_900475655.1	98.11	4.0	9.0	0.284020316273892	0.26618	11	Actinobacteriota	Corynebacterium renale vs Corynebacterium renale	high_ani
GCA_902522335.1__GCA_902594775.1	98.1	4.0	11.0	0.4004092495286291	0.39888	78	Proteobacteria	Luminiphilus sp002862405 vs Luminiphilus sp002862405	high_ani
GCF_003789135.1__GCF_900452265.1	98.08	4.0	5.0	0.5381983118585586	0.55391	227	Proteobacteria	Kluyvera ascorbata vs Kluyvera ascorbata	high_ani
GCA_014868905.1__GCF_009679695.1	98.08	4.0	11.0	0.6398824085283172	0.64242	119	Firmicutes_A	Faecalibacterium prausnitzii_D vs Faecalibacterium prausnitzii_D	high_ani
GCA_017444765.1__GCA_902799505.1	98.07	4.0	2.0	0.5221278107473778	0.53491	301	Bacteroidota	Cryptobacteroides sp900316675 vs Cryptobacteroides sp900316675	high_ani
GCA_905373525.1__GCF_000613565.1	98.07	4.0	9.0	0.4667419841989298	0.47375	402	Bacteroidota	Prevotella baroniae vs Prevotella baroniae	high_ani
GCF_014199815.1__GCF_903970605.1	98.04	4.0	20.0	0.7158009963844512	0.71414	11	Proteobacteria	Xanthomonas euroxanthea vs Xanthomonas euroxanthea	high_ani
GCA_017518495.1__GCA_902803045.1	98.01	4.0	1.0	0.4795047687143571	0.49532	401	Firmicutes_A	UBA1255 sp902782885 vs UBA1255 sp902782885	high_ani
GCA_905618875.1__GCA_905620435.1	98.01	4.0	1.0	0.3759041717285423	0.32121	54	Proteobacteria	Pelagibacter sp905620495 vs Pelagibacter sp905620495	high_ani
GCA_902775235.1__GCA_902785255.1	98.0	4.0	6.0	0.4459865987609683	0.46085	124	Bacteroidota	Sodaliphilus sp900318255 vs Sodaliphilus sp900318255	high_ani
GCF_002151115.1__GCF_011801245.1	97.95	4.0	12.0	0.553453402878854	0.54996	374	Actinobacteriota	Clavibacter capsici vs Clavibacter capsici	high_ani
GCA_015272425.1__GCF_000317265.1	97.95	4.0	18.0	0.4686231704268672	0.44545	241	Cyanobacteria	Chlorogloeopsis fritschii vs Chlorogloeopsis fritschii	high_ani
GCA_015272425.1__GCF_003990575.1	97.94	4.0	40.0	0.5012053436308103	0.51717	241	Cyanobacteria	Chlorogloeopsis fritschii vs Chlorogloeopsis fritschii	high_ani
GCA_003963195.1__GCF_001051035.1	97.92	4.0	6.0	0.4900184016506757	0.48164	319	Proteobacteria	Afipia sp000178995 vs Afipia sp000178995	high_ani
GCA_002702005.1__GCA_003209665.1	97.9	4.0	2.0	0.5027528166003022	0.49399	147	Proteobacteria	UBA7326 sp003212315 vs UBA7326 sp003212315	high_ani
GCF_003264385.1__GCF_003264445.1	97.88	4.0	8.0	0.5291577113791223	0.54204	60	Actinobacteriota	Micromonospora saelicesensis vs Micromonospora saelicesensis	high_ani
GCF_000204215.1__GCF_001428965.1	97.79	4.0	27.0	0.6879259472224755	0.69893	53	Proteobacteria	Acidovorax radicis vs Acidovorax radicis	high_ani
GCF_002735565.1__GCF_900101325.1	97.79	4.0	8.0	0.4707226485507757	0.45471	107	Firmicutes_A	Pseudobutyrivibrio sp900112855 vs Pseudobutyrivibrio sp900112855	high_ani
GCA_902777795.1__GCA_902789235.1	97.76	4.0	13.0	0.4102483363533228	0.42189	98	Bacteroidota	Prevotella sp900316475 vs Prevotella sp900316475	high_ani
GCA_000437815.1__GCA_900542455.1	97.73	4.0	11.0	0.5245762198944278	0.5165	244	Firmicutes_C	Acidaminococcus sp000437815 vs Acidaminococcus sp000437815	high_ani
GCF_000238895.1__GCF_002836155.1	97.69	4.0	1.0	0.4313590959175141	0.42263	121	Proteobacteria	Pseudoalteromonas arctica vs Pseudoalteromonas arctica	high_ani
GCA_014868885.1__GCA_014869095.1	97.68	4.0	15.0	0.3738408457552926	0.34631	173	Firmicutes_A	Faecalibacterium prausnitzii_D vs Faecalibacterium prausnitzii_D	high_ani
GCA_002353445.1__GCA_017471485.1	97.67	4.0	15.0	0.435721289343503	0.4269	71	Bacteroidota	Prevotella sp002353225 vs Prevotella sp002353225	high_ani
GCA_003709175.1__GCA_004124485.1	97.65	4.0	0.0	0.6102411951468555	0.6045	156	Marinisomatota	D37C17 sp004124405 vs D37C17 sp004124405	high_ani
GCA_002353445.1__GCA_017940645.1	97.63	4.0	11.0	0.4958423766317639	0.49418	79	Bacteroidota	Prevotella sp002353225 vs Prevotella sp002353225	high_ani
GCA_900754975.1__GCA_905193055.1	97.63	4.0	3.0	0.5093136390525813	0.51435	283	Firmicutes_A	CAG-238 sp900542245 vs CAG-238 sp900542245	high_ani
GCF_000721515.1__GCF_014905535.1	97.59	4.0	42.0	0.5472317287072321	0.57331	231	Actinobacteriota	Streptomyces hydrogenans vs Streptomyces hydrogenans	high_ani
GCF_017104825.1__GCF_902499205.1	97.55	4.0	50.0	0.4659149916791951	0.46192	584	Proteobacteria	Burkholderia lata_B vs Burkholderia lata_B	high_ani
GCF_012843815.1__GCF_016902075.1	97.52	4.0	10.0	0.4922441999886443	0.49068	154	Firmicutes	Enterococcus_E cecorum vs Enterococcus_E cecorum	high_ani
GCF_011386965.1__GCF_900445905.1	97.48	4.0	6.0	0.802873368982117	0.8069	11	Proteobacteria	Bordetella trematum vs Bordetella trematum	high_ani
GCF_000381465.1__GCF_000428605.1	97.44	4.0	10.0	0.7037603994983288	0.69963	69	Proteobacteria	Thioalkalivibrio halophilus vs Thioalkalivibrio halophilus	high_ani
GCF_000381385.1__GCF_000428605.1	97.44	4.0	6.0	0.7249043419712944	0.71444	69	Proteobacteria	Thioalkalivibrio halophilus vs Thioalkalivibrio halophilus	high_ani
GCA_016281705.1__GCA_017652045.1	97.4	4.0	0.0	0.4214167809981135	0.42032	57	Proteobacteria	Enterousia sp902784285 vs Enterousia sp902784285	high_ani
GCA_001705955.1__GCF_003864275.1	97.4	4.0	7.0	0.2692917751641911	0.27175	117	Proteobacteria	Pseudomonas_A stutzeri_AE vs Pseudomonas_A stutzeri_AE	high_ani
GCF_000214115.1__GCF_004563775.1	97.37	4.0	3.0	0.6178323498642632	0.61718	122	Actinobacteriota	Kocuria rhizophila vs Kocuria rhizophila	high_ani
GCA_902406215.1__GCA_905196885.1	97.35	4.0	7.0	0.5525582471943324	0.54689	56	Firmicutes_A	Roseburia sp900542495 vs Roseburia sp900542495	high_ani
GCF_001653935.1__GCF_002939035.1	97.33	4.0	5.0	0.1318423935627668	0.12848	39	Proteobacteria	Ralstonia insidiosa vs Ralstonia insidiosa	high_ani
GCA_905192665.1__GCF_001437235.1	97.31	4.0	7.0	0.44085023658217	0.46496	192	Firmicutes	Limosilactobacillus ingluviei vs Limosilactobacillus ingluviei	high_ani
GCF_000312405.1__GCF_001437235.1	97.26	4.0	10.0	0.5910968009946049	0.59927	192	Firmicutes	Limosilactobacillus ingluviei vs Limosilactobacillus ingluviei	high_ani
GCA_017543205.1__GCA_902759795.1	97.23	4.0	2.0	0.5484635317763071	0.56279	219	Proteobacteria	UBA1254 sp900313355 vs UBA1254 sp900313355	high_ani
GCA_017652045.1__GCA_902776865.1	97.2	4.0	2.0	0.5184463646822683	0.4617	100	Proteobacteria	Enterousia sp902784285 vs Enterousia sp902784285	high_ani
GCA_003585625.1__GCA_015700695.1	97.19	4.0	8.0	0.2456745998612325	0.25706	466	Actinobacteriota	Bifidobacterium vaginale_E vs Bifidobacterium vaginale_E	high_ani
GCF_002743065.1__GCF_002743135.1	97.17	4.0	7.0	0.5995257847490146	0.60528	44	Firmicutes	Sporosarcina sp002743255 vs Sporosarcina sp002743255	high_ani
GCA_902590175.1__GCA_902601145.1	97.15	4.0	2.0	0.3833281403665337	0.37456	39	Bacteroidota	MED-G11 sp902586435 vs MED-G11 sp902586435	high_ani
GCA_015485095.1__GCF_007991015.1	97.15	4.0	0.0	0.4599603915407446	0.46364	242	Deinococcota	Oceanithermus desulfurans vs Oceanithermus desulfurans	high_ani
GCA_017450625.1__GCA_905234115.1	97.13	4.0	4.0	0.4695533561782226	0.46244	153	Bacteroidota	Prevotella sp905236755 vs Prevotella sp905236755	high_ani
GCA_902773985.1__GCA_902790755.1	97.13	4.0	0.0	0.3917776548882193	0.39767	135	Firmicutes_A	Weimeria sp900316165 vs Weimeria sp900316165	high_ani
GCA_004552785.1__GCA_905195025.1	97.08	4.0	4.0	0.5036013254477976	0.49291	168	Bacteroidota	Cryptobacteroides sp000434935 vs Cryptobacteroides sp000434935	high_ani
GCF_000568735.2__GCF_003568645.1	97.06	4.0	0.0	0.0217319175469106	0.0	74	Spirochaetota	Borrelia turicatae vs Borrelia turicatae	high_ani
GCA_017306495.1__GCF_001278365.1	97.04	4.0	8.0	0.5215306217843477	0.49885	555	Actinobacteriota	Microbacterium chocolatum vs Microbacterium chocolatum	high_ani
GCA_019263625.1__GCA_019263645.1	99.99	3.0	4.0	0.4911085545342306	0.49322	735	Actinobacteriota	Pseudonocardia sp019263585 vs Pseudonocardia sp019263585	high_ani
GCF_000478015.1__GCF_000478075.1	99.98	3.0	7.0	0.8272183276296166	0.83333	37	Actinobacteriota	Corynebacterium sp000478175 vs Corynebacterium sp000478175	high_ani
GCA_900754325.1__GCA_905203665.1	99.98	3.0	0.0	0.4923129606285376	0.4936	324	Bacteroidota	Parabacteroides sp900541965 vs Parabacteroides sp900541965	high_ani
GCA_002343245.1__GCA_002344465.1	99.96	3.0	8.0	0.4630641711507681	0.46154	391	Bacteroidota	UBA2353 sp002344005 vs UBA2353 sp002344005	high_ani
GCA_900755765.1__GCF_009183845.1	99.96	3.0	1.0	0.500694551510243	0.49486	163	Proteobacteria	Sutterella faecalis vs Sutterella faecalis	high_ani
GCA_018898795.1__GCA_018903105.1	99.95	3.0	2.0	0.5189965101731744	0.52584	361	Desulfobacterota_I	Pseudodesulfovibrio aespoeensis vs Pseudodesulfovibrio aespoeensis	high_ani
GCF_001297785.1__GCF_001297855.1	99.93	3.0	1.0	0.5159591024449226	0.51854	142	Proteobacteria	Trabulsiella odontotermitis vs Trabulsiella odontotermitis	high_ani
GCA_902523575.1__GCA_902561065.1	99.92	3.0	1.0	0.4224767019777604	0.43643	39	Proteobacteria	HIMB59 sp902617465 vs HIMB59 sp902617465	high_ani
GCA_015663735.1__GCA_015664595.1	99.83	3.0	0.0	0.5031880597691285	0.49768	203	Planctomycetota	GCA-002718515 sp012965315 vs GCA-002718515 sp012965315	high_ani
GCA_002497045.1__GCA_003584605.1	99.83	3.0	6.0	0.5111013080226049	0.52428	285	Halobacteriota	Methanosarcina thermophila vs Methanosarcina thermophila	high_ani
GCA_018619875.1__GCA_018619955.1	99.77	3.0	0.0	0.4291217713435766	0.43088	168	Proteobacteria	Thiodiazotropha sp003058495 vs Thiodiazotropha sp003058495	high_ani
GCA_900548065.1__GCA_900761455.1	99.75	3.0	1.0	0.4181615569576815	0.41858	232	Firmicutes_A	Anaerotruncus massiliensis vs Anaerotruncus massiliensis	high_ani
GCF_014141905.1__GCF_014141945.1	99.65	3.0	3.0	0.4008164012863295	0.40162	47	Proteobacteria	Ralstonia sp001078575 vs Ralstonia sp001078575	high_ani
GCF_000773675.1__GCF_900445945.1	99.65	3.0	4.0	0.5772808654107533	0.57982	23	Proteobacteria	Bordetella trematum vs Bordetella trematum	high_ani
GCF_004346445.1__GCF_900460335.1	99.49	3.0	6.0	0.310853876846026	0.31717	32	Firmicutes_A	Tissierella praeacuta vs Tissierella praeacuta	high_ani
GCA_018365975.1__GCA_905211855.1	99.49	3.0	7.0	0.3873788353104932	0.38151	136	Firmicutes_A	Oliverpabstia sp000432335 vs Oliverpabstia sp000432335	high_ani
GCA_905214355.1__GCA_905373145.1	99.48	3.0	1.0	0.5309801958034436	0.5389	246	Actinobacteriota	Actinomyces sp000220835 vs Actinomyces sp000220835	high_ani
