pairid	anim_ani	dnadiff_inverted_fraction	syn2b_inv	syn2b_junctions	dd_inversions_ref	dd_inversions_qry	dd_breakpoints_ref	dd_breakpoints_qry	q_contigs	r_contigs	max_contigs	phylum	species_pair	dataset	inv_events
GCF_900476395.1__GCF_017603965.1	88.5	0.5265289084818682	0.48196	58.0	12.0	51.0	2346.0	2345.0	10	2	10	Proteobacteria	Xanthomonas euroxanthea vs Xanthomonas fragariae_A	held_out	51.0
GCA_902558815.1__GCA_902516465.1	84.13	0.3889819081024487	0.5	0.0	0.0	0.0	252.0	253.0	25	20	25	Proteobacteria	Pelagibacter sp902558815 vs Pelagibacter sp902516465	held_out	0.0
GCF_000963255.1__GCF_015546995.1	88.94	0.5303738128647312	0.5618	6.0	2.0	1.0	960.0	979.0	29	48	48	Firmicutes	Streptococcus infantis_F vs Streptococcus infantis_J	held_out	2.0
GCF_008868005.1__GCF_002979655.1	86.49	0.4642340036627988	0.52083	6.0	3.0	2.0	1417.0	1415.0	9	27	27	Actinobacteriota	Microbacterium algeriense vs Microbacterium sp002979655	held_out	3.0
GCF_001075875.1__GCF_009731465.1	87.26	0.5211739377574097	0.43689	12.0	0.0	59.0	1176.0	1086.0	211	1	211	Firmicutes	Streptococcus oralis_I vs Streptococcus pseudopneumoniae_E	held_out	59.0
GCF_002895085.1__GCF_900634605.1	92.85	0.0	0.0	0.0	0.0	0.0	91.0	92.0	1	2	2	Chlamydiota	Chlamydophila abortus vs Chlamydophila buteonis	held_out	0.0
GCF_004345605.1__GCA_001312645.1	91.16	0.4852065549446932	0.52729	11.0	2.0	1.0	2030.0	3006.0	53	947	947	Actinobacteriota	Rhodococcus sp004345605 vs Rhodococcus sp001312645	held_out	2.0
GCF_004295485.1__GCA_019116945.1	85.39	0.4745174050684647	0.42484	0.0	5.0	4.0	1690.0	1772.0	1	195	195	Actinobacteriota	Janibacter limosus_A vs Janibacter merdipullorum	held_out	5.0
GCF_004349085.1__GCF_015752255.1	89.03	0.7747781774103631	0.88263	14.0	1.0	4.0	1483.0	1460.0	28	17	28	Bacteroidota	Flavobacterium caseinilyticum vs Flavobacterium sp015752255	held_out	4.0
GCF_014647595.1__GCF_000281065.1	85.5	0.514706356859665	0.62016	6.0	4.0	3.0	1627.0	1651.0	23	67	67	Actinobacteriota	Paenarthrobacter histidinolovorans vs Paenarthrobacter sp000281065	held_out	4.0
GCF_013375995.1__GCF_012849375.1	85.87	0.4352442719694626	0.48082	19.0	12.0	51.0	3462.0	3435.0	26	1	26	Proteobacteria	Duganella sp013375995 vs Duganella sp003217375	held_out	51.0
GCF_006715305.1__GCF_902506095.1	87.91	0.0115937476149459	0.01685	16.0	16.0	26.0	1628.0	1631.0	2	13	13	Actinobacteriota	Pseudarthrobacter sp006715305 vs Pseudarthrobacter sp902506095	held_out	26.0
GCF_018861705.1__GCA_002403785.1	86.94	0.5078897543439185	0.38462	0.0	4.0	4.0	2382.0	2455.0	285	895	895	Firmicutes_A	Clostridium_AD psychrophilum vs Clostridium_AD sp002403785	held_out	4.0
GCF_014650755.1__GCF_000429085.1	90.52	0.5746617803552131	0.5959	27.0	4.0	6.0	2829.0	2815.0	91	53	91	Actinobacteriota	Streptomyces chryseus vs Streptomyces flavidovirens	held_out	6.0
GCA_014804355.1__GCA_014804605.1	93.42	0.5232804457037378	0.53608	10.0	6.0	5.0	1716.0	1635.0	115	50	115	Firmicutes_A	UBA3282 sp014804355 vs UBA3282 sp014804605	held_out	6.0
GCF_003057615.1__GCA_000935965.1	88.17	0.4488878239038156	0.39912	4.0	1.0	12.0	1978.0	1667.0	230	11	230	Firmicutes	Metalysinibacillus jejuensis vs Metalysinibacillus saudimassiliensis	held_out	12.0
GCF_003946915.1__GCF_003254545.1	87.36	0.5464523885804751	0.45366	7.0	6.0	6.0	2369.0	2387.0	59	73	73	Bacteroidota	Flavobacterium sp003946915 vs Flavobacterium tistrianum	held_out	6.0
GCF_008973465.1__GCF_001514265.1	86.55	0.5469056050693029	0.59919	29.0	114.0	35.0	4048.0	4066.0	4	61	61	Actinobacteriota	Streptomyces sp008973465 vs Streptomyces resistomycificus	held_out	114.0
GCF_010731675.1__GCF_000277125.1	92.29	0.002267637362649	0.0	0.0	10.0	12.0	1152.0	1153.0	2	1	2	Actinobacteriota	Mycobacterium marseillense vs Mycobacterium intracellulare	held_out	12.0
GCA_900314215.1__GCA_900770215.1	86.7	0.5351651629631159	0.58	12.0	10.0	14.0	1849.0	1814.0	140	111	140	Bacteroidota	Sodaliphilus sp900314215 vs Sodaliphilus sp900770215	held_out	14.0
GCA_902622665.1__GCA_902599555.1	88.67	0.5407780339291437	0.42593	0.0	0.0	0.0	161.0	159.0	26	25	26	Actinobacteriota	Actinomarina sp902622665 vs Actinomarina sp902599555	held_out	0.0
GCA_903937835.1__GCA_903929845.1	90.11	0.4353246518735526	0.44928	3.0	0.0	0.0	1094.0	1345.0	293	346	346	Bacteroidota	Chlorobium sp903937835 vs Chlorobium sp903929845	held_out	0.0
GCF_009496155.1__GCF_002096435.1	88.19	0.5815059956742533	0.61029	21.0	4.0	16.0	1126.0	1124.0	49	26	49	Firmicutes	Streptococcus mitis_BQ vs Streptococcus oralis_AA	held_out	16.0
GCF_004217045.1__GCF_005503625.1	87.67	0.6210325355590877	0.62096	16.0	11.0	3.0	2542.0	2573.0	19	174	174	Proteobacteria	Cupriavidus sp004217045 vs Cupriavidus sp005503625	held_out	11.0
GCA_004560375.1__GCA_910585265.1	88.49	0.46640845065678	0.49115	26.0	9.0	12.0	1632.0	1660.0	105	153	153	Firmicutes_A	Enterenecus sp004560375 vs Enterenecus sp910585265	held_out	12.0
GCA_003278165.1__GCA_902629935.1	84.23	0.4702587317087633	0.28571	0.0	0.0	0.0	299.0	290.0	62	37	62	Proteobacteria	Pelagibacter sp003278165 vs Pelagibacter sp902629935	held_out	0.0
GCF_900474185.1__GCF_014279755.1	89.86	0.4370727593101814	0.37271	2.0	2.0	6.0	554.0	534.0	15	1	15	Cyanobacteria	Synechococcus_E sp900474185 vs Synechococcus_E sp014279755	held_out	6.0
GCA_002384815.1__GCA_000026125.1	88.67	0.4528839188869664	0.50166	2.0	2.0	12.0	1059.0	969.0	94	1	94	Proteobacteria	Herminiimonas sp002384815 vs Herminiimonas arsenicoxydans	held_out	12.0
GCF_016648925.1__GCA_902363395.1	90.03	0.5475852734022847	0.50568	27.0	5.0	45.0	1549.0	1436.0	50	8	50	Firmicutes	Streptococcus sp900766505 vs Streptococcus sp902363395	held_out	45.0
GCF_006716745.1__GCF_003014735.1	90.78	0.636055173755454	0.66743	75.0	115.0	13.0	3500.0	3538.0	1	40	40	Actinobacteriota	Actinosynnema saharense vs Actinosynnema carneum	held_out	115.0
GCF_001953635.1__GCF_000020585.3	85.45	0.3265532153157187	0.29386	9.0	2.0	19.0	1855.0	1818.0	29	1	29	Proteobacteria	Alteromonas abrolhosensis vs Alteromonas mediterranea	held_out	19.0
GCF_002879865.1__GCF_902833645.1	86.79	0.4634117489865539	0.44186	15.0	5.0	7.0	3214.0	3186.0	169	36	169	Proteobacteria	Paraburkholderia rhynchosiae vs Paraburkholderia fungorum	held_out	7.0
GCA_900768135.1__GCA_900763705.1	85.85	0.5420656996702805	0.61842	1.0	7.0	8.0	782.0	796.0	98	73	98	Firmicutes_A	ER4 sp900768135 vs ER4 sp900763705	held_out	8.0
GCA_009840305.1__GCA_012267385.1	86.68	0.44245432745965	0.41221	0.0	0.0	0.0	782.0	778.0	35	46	46	Proteobacteria	Bin55 sp009840305 vs Bin55 sp012267385	held_out	0.0
GCF_018100795.1__GCA_001562115.1	93.67	0.6123797360125788	0.62036	4.0	0.0	6.0	893.0	841.0	85	2	85	Proteobacteria	Alteromonas sp018100795 vs Alteromonas stellipolaris	held_out	6.0
GCA_017937485.1__GCA_017549085.1	89.74	0.466538992040682	0.43109	1.0	0.0	0.0	1913.0	2250.0	116	449	449	Planctomycetota	RUG369 sp017937485 vs RUG369 sp017549085	held_out	0.0
GCF_003350545.1__GCF_015752255.1	87.7	0.6081272564088505	0.57143	2.0	2.0	2.0	1329.0	1324.0	45	17	45	Bacteroidota	Flavobacterium glaciei vs Flavobacterium sp015752255	held_out	2.0
GCF_019039055.1__GCF_000312425.1	85.14	0.3110030476972341	0.37647	34.0	36.0	58.0	2592.0	2592.0	6	42	42	Proteobacteria	Reyranella sp019039055 vs Reyranella massiliensis	held_out	58.0
GCA_902619855.1__GCA_902586905.1	93.75	0.544263276928998	0.55924	3.0	0.0	0.0	231.0	204.0	65	42	65	Bacteroidota	UBA724 sp902619855 vs UBA724 sp902586905	held_out	0.0
GCF_002096445.1__GCA_905221355.1	93.25	0.1429032620564356	0.14043	5.0	3.0	2.0	587.0	608.0	13	66	66	Firmicutes	Streptococcus oralis_N vs Streptococcus sp905221355	held_out	3.0
GCA_003555025.1__GCA_003550345.1	87.78	0.5580106373409327	0.64925	0.0	0.0	0.0	336.0	371.0	36	102	102	Thermoplasmatota	PWHV01 sp003555025 vs PWHV01 sp003550345	held_out	0.0
GCF_008364825.1__GCF_001639105.2	92.26	0.4933768914151834	0.49113	52.0	11.0	28.0	2519.0	2461.0	66	29	66	Proteobacteria	Azospirillum sp008364825 vs Azospirillum humicireducens	held_out	28.0
GCF_900258035.1__GCA_001189345.1	88.28	0.6150682974448001	0.63538	76.0	17.0	12.0	2057.0	2021.0	72	48	72	Proteobacteria	Caballeronia novacaledonica vs Caballeronia kirkii_B	held_out	17.0
GCA_900550205.1__GCA_900541135.1	92.39	0.5253802322812595	0.52699	5.0	4.0	5.0	965.0	806.0	207	61	207	Actinobacteriota	Collinsella sp900550205 vs Collinsella sp900541135	held_out	5.0
GCA_905202605.1__GCA_900756575.1	86.86	0.5896587345324095	0.70701	0.0	3.0	6.0	1426.0	1399.0	334	195	334	Firmicutes_A	HGM13006 sp905202605 vs HGM13006 sp900756575	held_out	6.0
GCF_016651305.1__GCF_015461845.1	86.54	0.5202476735663703	0.60422	23.0	37.0	20.0	2969.0	2984.0	4	22	22	Proteobacteria	Pseudomonas_E sp016651305 vs Pseudomonas_E mucoides	held_out	37.0
GCF_018613315.1__GCF_012163115.1	86.65	0.4452397716888136	0.38788	7.0	0.0	4.0	2866.0	2860.0	75	235	235	Firmicutes	Mesobacillus sp018613315 vs Mesobacillus selenatarsenatis_A	held_out	4.0
GCF_002860865.1__GCA_905221295.1	88.18	0.5218565002016063	0.55634	29.0	33.0	8.0	1048.0	1062.0	27	113	113	Firmicutes	Streptococcus mitis_AT vs Streptococcus sp905221295	held_out	33.0
GCF_000767615.3__GCF_902459805.1	86.91	0.5133553345477786	0.55759	11.0	16.0	0.0	2281.0	2333.0	1	34	34	Proteobacteria	Pandoraea pnomenusa vs Pandoraea bronchicola	held_out	16.0
GCA_003212925.1__GCA_902609915.1	85.48	0.4888874085948261	0.45455	0.0	4.0	4.0	186.0	194.0	39	37	39	Proteobacteria	Pelagibacter sp003212925 vs Pelagibacter sp902609915	held_out	4.0
GCF_001951015.1__GCF_000751075.1	93.91	0.0235874865412086	0.02326	10.0	55.0	10.0	1411.0	1428.0	1	27	27	Proteobacteria	Rickettsia rickettsii vs Rickettsia tamurae	held_out	55.0
GCF_004153545.1__GCF_008001015.1	86.41	0.3163524100788128	0.26638	5.0	8.0	15.0	1854.0	1838.0	104	1	104	Actinobacteriota	Serinicoccus sediminis vs Serinicoccus profundi	held_out	15.0
GCA_905221435.1__GCA_905221035.1	88.48	0.5212821952264055	0.48966	21.0	1.0	2.0	1169.0	1140.0	144	67	144	Firmicutes	Streptococcus sp905221435 vs Streptococcus sp905221035	held_out	2.0
GCA_001437625.1__GCA_014384445.1	92.12	0.4671278798903514	0.4898	0.0	0.0	0.0	478.0	567.0	183	225	225	Thermoproteota	Nitrosopumilus sp001437625 vs Nitrosopumilus sp014384445	held_out	0.0
GCF_009377195.2__GCF_002953615.1	86.12	0.2764252133665465	0.21154	49.0	51.0	152.0	1825.0	1822.0	42	754	754	Actinobacteriota	Arthrobacter_D bussei vs Arthrobacter_D agilis_B	held_out	152.0
GCA_900538545.1__GCA_000435675.1	94.71	0.3081184146566892	0.27704	7.0	9.0	9.0	607.0	609.0	33	91	91	Actinobacteriota	CAG-1427 sp900538545 vs CAG-1427 sp000435675	held_out	9.0
GCF_015025035.1__GCF_000236925.1	93.87	0.5691879390604329	0.60526	9.0	4.0	24.0	1032.0	981.0	23	2	23	Firmicutes	Staphylococcus sp015025035 vs Staphylococcus argenteus	held_out	24.0
GCF_900215145.1__GCF_010686765.1	86.32	0.4991380218919855	0.52313	10.0	4.0	10.0	2645.0	2659.0	26	122	122	Actinobacteriota	Geodermatophilus sabuli vs Geodermatophilus sabuli_A	held_out	10.0
GCA_900472295.1__GCF_000502955.1	86.58	0.5197985275355649	0.53365	51.0	15.0	9.0	3620.0	3669.0	83	190	190	Proteobacteria	Mesorhizobium sp900472295 vs Mesorhizobium sp000502955	held_out	15.0
GCF_900299525.1__GCF_000520995.1	95.43	0.6234576065142552	0.61025	6.0	8.0	8.0	1375.0	1471.0	38	169	169	Bacteroidota	Aquimarina sp900299525 vs Aquimarina macrocephali	held_out	8.0
GCF_000953675.1__GCF_006802875.1	85.36	0.598725091788133	0.51111	4.0	30.0	0.0	1193.0	1231.0	59	96	96	Firmicutes_A	Paraclostridium sordellii vs Paraclostridium bifermentans	held_out	30.0
GCF_004364585.1__GCF_019173455.1	85.79	0.5693840583759731	0.6746	3.0	0.0	2.0	1432.0	1433.0	29	2	29	Actinobacteriota	Nesterenkonia aurantiaca vs Nesterenkonia sp019173455	held_out	2.0
GCA_003277985.1__GCF_003208055.1	86.66	0.4018043568883945	0.24194	0.0	1.0	1.0	371.0	346.0	58	7	58	Cyanobacteria	Prochlorococcus_B sp003277985 vs Prochlorococcus_B marinus_A	held_out	1.0
GCA_003282205.1__GCA_902570125.1	89.83	0.4387090320112125	0.40909	0.0	2.0	2.0	228.0	239.0	23	38	38	Proteobacteria	Pelagibacter sp003282205 vs Pelagibacter sp902570125	held_out	2.0
GCA_902598595.1__GCA_902532595.1	84.92	0.4536785973933582	0.2	0.0	0.0	0.0	170.0	168.0	39	45	45	Proteobacteria	Pelagibacter_A sp902598595 vs Pelagibacter_A sp902532595	held_out	0.0
GCA_905236515.1__GCA_902802565.1	86.74	0.4835640157869437	0.45238	0.0	0.0	0.0	737.0	676.0	219	165	219	Firmicutes_A	UBA2922 sp905236515 vs UBA2922 sp902802565	held_out	0.0
GCA_012518795.1__GCA_012838135.1	86.76	0.5818259905966822	0.43182	5.0	8.0	8.0	1100.0	1123.0	54	72	72	Firmicutes_A	UBA5436 sp012518795 vs UBA5436 sp012838135	held_out	8.0
GCF_004134865.1__GCF_003070885.1	87.44	0.630662729179902	0.67436	3.0	6.0	14.0	1534.0	1531.0	7	1	7	Actinobacteriota	Agromyces fucosus vs Agromyces badenianii	held_out	14.0
GCF_002778275.1__GCF_003063335.1	86.56	0.5116122668250808	0.63462	24.0	3.0	5.0	1489.0	1484.0	25	23	25	Proteobacteria	Limnohabitans_A sp002778275 vs Limnohabitans_A sp003063335	held_out	5.0
GCA_017455665.1__GCA_016285345.1	90.91	0.5149228369222302	0.51048	57.0	8.0	10.0	1395.0	1244.0	172	66	172	Verrucomicrobiota	UBA1732 sp017455665 vs UBA1732 sp016285345	held_out	10.0
GCA_007095785.1__GCF_000010625.1	95.45	0.4948071012393494	0.49554	140.0	21.0	362.0	11303.0	10462.0	240	1	240	Cyanobacteria	Microcystis aeruginosa_E vs Microcystis aeruginosa	held_out	362.0
GCF_009192745.1__GCF_014836875.1	85.51	0.232751736321177	0.1626	0.0	3.0	4.0	1414.0	1422.0	13	23	23	Actinobacteriota	Arthrobacter_B citreus vs Arthrobacter_B sp014836875	held_out	4.0
GCF_013348805.1__GCF_005484805.1	85.92	0.0104781478831182	0.01027	15.0	40.0	40.0	2150.0	2150.0	1	2	2	Actinobacteriota	Rhodococcus sp003350365 vs Rhodococcus sp005484805	held_out	40.0
GCF_009830105.1__GCF_004458765.1	87.63	0.5824607803764194	0.58556	21.0	5.0	4.0	2224.0	2443.0	94	723	723	Proteobacteria	Microvirga makkahensis vs Microvirga pakistanensis	held_out	5.0
GCF_003182485.1__GCF_900102745.1	87.7	0.8006700949369804	0.77111	30.0	72.0	11.0	2553.0	2572.0	1	17	17	Actinobacteriota	Geodermatophilus normandii vs Geodermatophilus telluris	held_out	72.0
GCF_018687635.1__GCF_018687275.1	84.17	0.0	0.0	3.0	0.0	0.0	433.0	434.0	3	1	3	Proteobacteria	Polynucleobacter sp018687635 vs Polynucleobacter sp018687275	held_out	0.0
GCA_003152695.1__GCA_003151875.1	93.17	0.4792154336568155	0.476	25.0	10.0	5.0	2877.0	3301.0	157	478	478	Acidobacteriota	Bog-257 sp003152695 vs Bog-257 sp003151875	held_out	10.0
GCA_902596605.1__GCA_902576905.1	93.99	0.3741837497663405	0.44792	0.0	6.0	7.0	192.0	210.0	48	46	48	Proteobacteria	CACIJG01 sp902596605 vs CACIJG01 sp902576905	held_out	7.0
GCF_000374025.1__GCA_001898575.1	85.75	0.5191261832973676	0.56202	18.0	5.0	6.0	3204.0	3207.0	81	168	168	Bacteroidota	Spirosoma panaciterrae vs Spirosoma sp001898575	held_out	6.0
GCF_014203215.1__GCF_000312565.1	85.66	0.347561919173987	0.33333	0.0	9.0	8.0	848.0	859.0	57	108	108	Proteobacteria	Bartonella callosciuri vs Bartonella rattaustraliani	held_out	9.0
GCF_013522705.1__GCF_000730425.1	86.7	0.6757113575753064	0.70432	27.0	0.0	41.0	2158.0	2121.0	98	1	98	Proteobacteria	Pseudomonas_E sp002383725 vs Pseudomonas_E fluorescens_X	held_out	41.0
GCF_001998825.1__GCF_000379905.1	90.77	0.4210827560870421	0.44643	2.0	1.0	6.0	771.0	691.0	136	24	136	Proteobacteria	Rodentibacter mrazii vs Rodentibacter pneumotropicus	held_out	6.0
GCF_004121055.1__GCF_001433395.1	87.05	0.2509610719325432	0.26331	25.0	28.0	75.0	3402.0	3379.0	13	2	13	Proteobacteria	Bordetella_C aloeverae vs Bordetella_C sp001433395	held_out	75.0
GCA_011058595.1__GCA_002923315.1	94.3	0.4123778398097991	0.4497	2.0	0.0	0.0	438.0	597.0	11	118	118	Acidobacteriota	HR10 sp011058595 vs HR10 sp002923315	held_out	0.0
GCF_003850345.1__GCF_000931465.1	91.0	0.0078398631923436	0.00742	44.0	48.0	50.0	2288.0	2288.0	1	3	3	Proteobacteria	Pseudomonas_E chlororaphis_F vs Pseudomonas_E sp000931465	held_out	50.0
GCF_901543175.1__GCF_001073085.1	86.34	0.4284527643250147	0.42683	30.0	79.0	3.0	909.0	934.0	1	45	45	Firmicutes	Streptococcus australis_A vs Streptococcus pseudopneumoniae_M	held_out	79.0
GCF_002379085.1__GCF_002379095.1	94.67	0.4649849765988247	0.46938	16.0	3.0	2.0	1929.0	1982.0	86	135	135	Proteobacteria	Polaromonas sp002379085 vs Polaromonas sp002379095	held_out	3.0
GCF_900199205.1__GCF_000718025.1	87.76	0.3931091608374926	0.36176	19.0	108.0	18.0	5142.0	5314.0	3	138	138	Actinobacteriota	Kitasatospora sp900199205 vs Kitasatospora purpeofusca	held_out	108.0
GCA_003211205.1__GCA_002687115.1	85.89	0.504431781390966	0.53333	0.0	2.0	2.0	489.0	569.0	82	146	146	Cyanobacteria	Synechococcus_C sp003211205 vs Synechococcus_C sp002687115	held_out	2.0
GCF_016772475.1__GCF_000758705.1	92.69	0.0286283957998288	0.02151	43.0	103.0	95.0	3444.0	3446.0	3	1	3	Firmicutes	Paenibacillus sonchi vs Paenibacillus graminis	held_out	103.0
GCF_013449725.1__GCF_001605725.1	84.76	0.1408461966370787	0.13846	11.0	2.0	9.0	1666.0	1654.0	16	1	16	Actinobacteriota	Mycobacterium sp013449725 vs Mycobacterium immunogenum	held_out	9.0
GCA_005789685.1__GCA_009693505.1	91.6	0.5255045399241328	0.45152	0.0	0.0	0.0	810.0	490.0	299	107	299	Proteobacteria	Limnohabitans_A sp005789685 vs Limnohabitans_A sp009693505	held_out	0.0
GCF_001314325.1__GCF_000803645.1	86.81	0.5215222078832564	0.71399	60.0	97.0	137.0	2516.0	2516.0	3	2	3	Proteobacteria	Sphingopyxis macrogoltabida vs Sphingopyxis fribergensis	held_out	137.0
GCA_902604975.1__GCA_902545035.1	86.56	0.5282517107437301	0.42424	0.0	1.0	1.0	182.0	192.0	42	40	42	Proteobacteria	Pelagibacter sp902604975 vs Pelagibacter sp902545035	held_out	1.0
GCF_900103625.1__GCF_011038645.2	85.15	0.0041119922449512	0.05405	4.0	8.0	7.0	1164.0	1164.0	1	2	2	Actinobacteriota	Corynebacterium mycetoides vs Corynebacterium qintianiae	held_out	8.0
GCF_000429265.1__GCF_000269805.1	87.41	0.7104891005816064	0.75676	9.0	6.0	19.0	2236.0	2233.0	31	35	35	Actinobacteriota	Actinomyces gerencseriae vs Actinomyces massiliensis	held_out	19.0
GCF_016863315.1__GCF_016862895.1	90.5	0.4973011622237188	0.50094	144.0	12.0	19.0	3925.0	3915.0	118	97	118	Actinobacteriota	Planotetraspora silvatica vs Planotetraspora kaengkrachanensis	held_out	19.0
GCF_018596315.1__GCF_013114825.1	88.61	0.5447786456997618	0.55227	48.0	16.0	17.0	4461.0	4414.0	262	46	262	Proteobacteria	Bradyrhizobium sp018596315 vs Bradyrhizobium australiense	held_out	17.0
GCF_014529935.1__GCF_900167135.1	85.13	0.3886606399601398	0.4	8.0	11.0	7.0	2510.0	2513.0	31	34	34	Bacteroidota	Chitinophaga qingshengii vs Chitinophaga eiseniae	held_out	11.0
GCF_018326285.1__GCF_010731115.1	92.74	0.9933601263388068	0.99	27.0	34.0	29.0	1781.0	1781.0	4	1	4	Actinobacteriota	Mycobacterium sp018326285 vs Mycobacterium phocaicum	held_out	34.0
GCA_900549655.1__GCA_902399975.1	93.12	0.4997837656495417	0.50411	10.0	1.0	5.0	984.0	771.0	199	24	199	Actinobacteriota	Collinsella sp900549655 vs Collinsella sp902399975	held_out	5.0
GCF_000243115.2__GCA_017744795.1	86.15	0.5585389307720087	0.50794	7.0	55.0	7.0	2312.0	2394.0	1	320	320	Bacteroidota	Niabella soli vs Niabella sp017744795	held_out	55.0
GCA_017409475.1__GCA_017399535.1	87.41	0.4755337190013413	0.53684	7.0	2.0	2.0	349.0	353.0	15	45	45	Firmicutes_A	UMGS1976 sp017409475 vs UMGS1976 sp017399535	held_out	2.0
GCF_003992135.1__GCF_003992005.1	89.82	0.5517329331906689	0.6069	3.0	0.0	0.0	1062.0	1041.0	66	76	76	Firmicutes_C	F0422 sp003992135 vs F0422 sp003992005	held_out	0.0
GCF_018282115.1__GCF_000478825.2	85.92	0.5292864093533941	0.60526	75.0	212.0	217.0	2356.0	2360.0	4	4	4	Cyanobacteria	Synechocystis sp018282115 vs Synechocystis sp000478825	held_out	217.0
GCA_003279855.1__GCA_003279935.1	95.22	0.5442305169615718	0.56915	4.0	0.0	0.0	149.0	182.0	17	41	41	Cyanobacteria	Prochlorococcus_A sp003279855 vs Prochlorococcus_A sp003279935	held_out	0.0
GCF_000747075.1__GCA_003497545.1	94.36	0.5106682479392706	0.54334	9.0	2.0	0.0	1117.0	1335.0	221	354	354	Proteobacteria	Arenimonas malthae vs Arenimonas sp003497545	held_out	2.0
GCA_014237715.1__GCA_003541675.1	94.7	0.4646319666886434	0.43907	0.0	1.0	1.0	540.0	934.0	87	486	486	Actinobacteriota	UBA9410 sp014237715 vs UBA9410 sp003541675	held_out	1.0
GCA_900541285.1__GCA_905214525.1	93.69	0.4188900615329544	0.44533	8.0	0.0	0.0	921.0	815.0	177	54	177	Actinobacteriota	Collinsella sp900541285 vs Collinsella sp905214525	held_out	0.0
GCF_000156195.1__GCF_000210075.1	87.83	0.5157845642605207	0.43947	48.0	4.0	45.0	1812.0	1793.0	138	230	230	Bacteroidota	Bacteroides finegoldii vs Bacteroides xylanisolvens	held_out	45.0
GCF_012641075.1__GCF_016861565.1	85.35	0.475065446857152	0.34513	3.0	7.0	6.0	1013.0	998.0	139	34	139	Firmicutes	Secundilactobacillus sp012641075 vs Secundilactobacillus sp016861565	held_out	7.0
GCF_018130785.1__GCF_018130825.1	89.41	0.5119606870416098	0.4866	54.0	8.0	18.0	3969.0	3963.0	68	27	68	Proteobacteria	Bradyrhizobium liaoningense_A vs Bradyrhizobium liaoningense_B	held_out	18.0
GCA_010202115.1__GCA_013100825.1	93.97	0.0008686164913421	0.00269	6.0	2.0	2.0	206.0	206.0	1	1	1	Patescibacteria	Nanosynbacter sp010202115 vs Nanosynbacter sp013100825	held_out	2.0
GCA_902536575.1__GCA_902526595.1	92.25	0.4579610016022888	0.4507	0.0	0.0	0.0	143.0	140.0	43	41	43	Proteobacteria	Pelagibacter sp902536575 vs Pelagibacter sp902526595	held_out	0.0
GCF_001613465.1__GCF_000308755.1	87.69	0.5634886386176802	0.54882	25.0	25.0	16.0	3540.0	3557.0	105	152	152	Actinobacteriota	Nocardia niwae vs Nocardia pneumoniae	held_out	25.0
GCF_003467445.1__GCF_005960665.1	90.01	0.4906617298024255	0.59659	6.0	2.0	14.0	880.0	785.0	48	4	48	Firmicutes	Exiguobacterium sp003467445 vs Exiguobacterium mexicanum	held_out	14.0
GCA_902589455.1__GCA_902537905.1	85.48	0.5074809888716367	0.5	0.0	1.0	1.0	216.0	235.0	21	46	46	Proteobacteria	Pelagibacter sp902589455 vs Pelagibacter sp902537905	held_out	1.0
GCF_009711135.1__GCF_000425445.1	86.91	0.4545547493742902	0.55497	5.0	5.0	6.0	2207.0	2199.0	34	31	34	Bacteroidota	Flavobacterium sp009711135 vs Flavobacterium denitrificans	held_out	6.0
GCF_003286645.1__GCF_001543175.1	93.57	0.5593731226511309	0.55263	12.0	6.0	36.0	1018.0	971.0	32	1	32	Firmicutes	Aerococcus urinae_C vs Aerococcus urinae	held_out	36.0
GCF_010119195.1__GCF_000336615.1	85.98	0.430485128594868	0.37736	18.0	32.0	24.0	2078.0	2098.0	16	81	81	Halobacteriota	Haloarcula salina vs Haloarcula amylolytica	held_out	32.0
GCF_018861315.1__GCF_003865095.1	86.44	0.4944722568047607	0.57895	0.0	5.0	3.0	2464.0	2439.0	122	178	178	Firmicutes_A	Clostridium_AD bowmanii vs Clostridium_AD tagluense	held_out	5.0
GCF_003254585.1__GCF_016735615.1	90.55	0.5089899978355874	0.53803	5.0	13.0	18.0	2152.0	2137.0	42	8	42	Bacteroidota	Flavobacterium sharifuzzamanii vs Flavobacterium sp016735615	held_out	18.0
GCF_003208555.1__GCF_019091135.1	88.98	0.367065040414917	0.3855	11.0	2.0	4.0	2560.0	2759.0	35	625	625	Firmicutes	Cohnella sp003208555 vs Cohnella sp019091135	held_out	4.0
GCF_012273215.1__GCF_901873445.1	92.24	0.4413114811441456	0.43678	3.0	24.0	0.0	916.0	1012.0	1	77	77	Firmicutes	Gemella haemolysans_A vs Gemella haemolysans_C	held_out	24.0
GCF_003702045.1__GCF_000444135.1	85.85	0.5107290682876331	0.54359	3.0	8.0	1.0	2188.0	2181.0	84	611	611	Proteobacteria	Pseudomonas_E viridiflava_C vs Pseudomonas_E avellanae	held_out	8.0
GCA_902562645.1__GCA_902545635.1	90.2	0.325618503734735	0.36364	1.0	1.0	1.0	202.0	186.0	38	30	38	Proteobacteria	Pelagibacter sp902562645 vs Pelagibacter sp902545635	held_out	1.0
GCF_001418565.1__GCF_001280005.1	90.24	0.4617437631362515	0.4576	28.0	8.0	8.0	4914.0	4741.0	919	500	919	Actinobacteriota	Streptomyces graminilatus vs Streptomyces sp001280005	held_out	8.0
